sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh)
2024-08-04T22:15:00Z,"3,687","4,258",0,0,"507,02","0,747",0,"507,59","507,59"
2024-08-04T22:30:00Z,"3,187","2,625",0,0,"441,676","0,7359333333333333",0,"441,114","441,114"
2024-08-04T22:45:00Z,"1,143","2,276",0,0,"426,586","0,7267",0,"427,719","427,719"
2024-08-04T23:00:00Z,"1,33","1,495",0,0,"443,823","0,7169333333333334",0,"443,989","443,989"
2024-08-04T23:15:00Z,"2,288","1,836",0,0,"359,063","0,7088333333333334",0,"358,61","358,61"
2024-08-04T23:30:00Z,"3,667","3,615",0,0,"315,2","0,7000000000000001",0,"315,148","315,148"
2024-08-04T23:45:00Z,"0,983","0,878",0,0,"288,866","0,6931333333333334",0,"288,762","288,762"
2024-08-05T00:00:00Z,"0,427","4,606",0,0,"281,55","0,6887333333333333",0,"285,729","285,729"
2024-08-05T00:15:00Z,"2,507","2,016",0,0,"268,982","0,68",0,"268,491","268,491"
2024-08-05T00:30:00Z,"0,936","0,724",0,0,"238,433","0,6756000000000001",0,"238,221","238,221"
2024-08-05T00:45:00Z,"0,98","1,715",0,0,"203,716","0,67",0,"204,451","204,451"
2024-08-05T01:00:00Z,"0,654","0,852",0,0,"250,86","0,6666000000000001",0,"251,058","251,058"
2024-08-05T01:15:00Z,"1,148","1,34",0,0,"244,033","0,66",0,"244,225","244,225"
2024-08-05T01:30:00Z,"1,545","0,906",0,0,"246,55","0,6545333333333333",0,"245,911","245,911"
2024-08-05T01:45:00Z,"0,293","1,472",0,0,"267,41","0,65",0,"268,588","268,588"
2024-08-05T02:00:00Z,"1,085","0,566",0,0,"248,65","0,6416333333333334",0,"248,13","248,13"
2024-08-05T02:15:00Z,"0,422","0,589",0,0,"209,396","0,64",0,"209,563","209,563"
2024-08-05T02:30:00Z,"0,46","1,313",0,0,"238,07","0,6320666666666667",0,"238,922","238,922"
2024-08-05T02:45:00Z,"1,113","1,395",0,0,"262,64","0,6297666666666667",0,"262,922","262,922"
2024-08-05T03:00:00Z,"1,253","5,543",0,0,"231,13","0,6200000000000001",0,"235,42","235,42"
2024-08-05T03:15:00Z,"29,104","15,863",0,0,"260,273","0,6182666666666667",0,"247,032","247,032"
2024-08-05T03:30:00Z,"1,086","1,183",0,0,"190,69","0,6100000000000001",0,"190,787","190,787"
2024-08-05T03:45:00Z,"0,34","1,727",0,0,"236,386","0,6094",0,"237,773","237,773"
2024-08-05T04:00:00Z,"0,805","4,389",0,0,"310,793","0,6000000000000001",0,"314,377","314,377"
2024-08-05T04:15:00Z,"2,059","0,794",0,0,"233,72","0,5947333333333333",0,"232,454","232,454"
2024-08-05T04:30:00Z,"1,986","461,772",0,0,"3523,5","0,5644333333333333",0,"3983,286","3983,286"
2024-08-05T04:45:00Z,"73,508","89,43","82,923",0,"543,016","0,5002666666666667",0,"641,861","641,861"
2024-08-05T05:00:00Z,"0,966","1,747","125,286",0,"41,836","0,5",0,"167,904","167,904"
2024-08-05T05:15:00Z,"2,989","3,937","188,836","11,24","13,386","0,5",0,"191,932","191,932"
2024-08-05T05:30:00Z,"4,16","2,324","298,19","79,633","0,98","0,5",0,"217,7","217,7"
2024-08-05T05:45:00Z,"1,92","1,208","329,096","180,133",0,"0,5",0,"148,251","148,251"
2024-08-05T06:00:00Z,"7,158","6,445","536,783","337,323",0,"0,5059333333333333",0,"198,747","198,747"
2024-08-05T06:15:00Z,"1,882","181,726","490,553","114,56","3052,21","0,4906666666666667",0,"3608,047","3608,047"
2024-08-05T06:30:00Z,"78,596","71,636","737,013","585,9","583,096","0,4329333333333334",0,"727,249","727,249"
2024-08-05T06:45:00Z,"41,72","56,934","971,826","154,243","1070,253","0,43233333333333335",0,"1903,05","1903,05"
2024-08-05T07:00:00Z,"66,914","39,555","1292,04","1088,603","7,056","0,43010000000000004",0,"183,134","183,134"
2024-08-05T07:15:00Z,"101,446","103,116","2566,563","2477,466",0,"0,46940000000000004",0,"90,766","90,766"
2024-08-05T07:30:00Z,"67,314","81,415","2696,19","2631,92",0,"0,5349666666666667",0,"78,371","78,371"
2024-08-05T07:45:00Z,"39,065","35,72","2083,703","1989,666",0,"0,5874",0,"90,691","90,691"
2024-08-05T08:00:00Z,"60,314","54,494","2267,63","2042,826",0,"0,6335333333333334",0,"218,983","218,983"
2024-08-05T08:15:00Z,"181,969","164,441","3550,886","3454,166",0,"0,6934",0,"79,192","79,192"
2024-08-05T08:30:00Z,"91,016","102,382","3722,663","3787,04",0,"0,7797666666666667",0,0,0
2024-08-05T08:45:00Z,"173,456","152,877","4492,113","4537,756",0,"0,8766333333333334",0,0,0
2024-08-05T09:00:00Z,"249,45","183,656","3690,666","1104,273","1562,886","0,9179333333333334",0,"4083,485","4083,485"
2024-08-05T09:15:00Z,"126,773","102,636","3749,446","3691,75",0,"0,9619333333333334",0,"33,559","33,559"
2024-08-05T09:30:00Z,"3148,371","16,125","3620,27","364,496","9,38","0,9989",0,"132,907","132,907"
2024-08-05T09:45:00Z,"3907,683",0,"4045,193",0,"10,946",1,0,"148,456","148,456"
2024-08-05T10:00:00Z,"3813,609","5,927","4129,033",0,"28,75",1,0,"350,101","350,101"
2024-08-05T10:15:00Z,"4558,485",0,"4704,64",0,"12,483",1,0,"158,637","158,637"
2024-08-05T10:30:00Z,"4538,584",0,"4654,9",0,"11,793",1,0,"128,109","128,109"
2024-08-05T10:45:00Z,"4762,93",0,"4821,11",0,"12,093",1,0,"70,273","70,273"
2024-08-05T11:00:00Z,"2267,652",0,"2471,426",0,"11,326",1,0,"215,101","215,101"
2024-08-05T11:15:00Z,"6558,713",0,"6483,726",0,"11,863",1,0,0,0
2024-08-05T11:30:00Z,"5862,924",0,"5857,77",0,"11,083",1,0,"5,929","5,929"
2024-08-05T11:45:00Z,"5339,367",0,"5423,82",0,"11,663",1,0,"96,116","96,116"
2024-08-05T12:00:00Z,"4508,747",0,"7605,363",0,"12,053",1,0,"3108,669","3108,669"
2024-08-05T12:15:00Z,"5959,98",0,"6425,506",0,"11,75",1,0,"477,276","477,276"
2024-08-05T12:30:00Z,"4309,742",0,"4323,79",0,"11,44",1,0,"25,487","25,487"
2024-08-05T12:45:00Z,"5221,695",0,"5145,293",0,"12,133",1,0,0,0
2024-08-05T13:00:00Z,"5273,452",0,"5273,076",0,"12,01",1,0,"11,634","11,634"
2024-08-05T13:15:00Z,"3489,923","54,817","4246,626",0,"100,073",1,0,"911,593","911,593"
2024-08-05T13:30:00Z,"4354,966",0,"4432,183",0,"12,013",1,0,"89,23","89,23"
2024-08-05T13:45:00Z,"5800,664",0,"5896,953",0,"13,01",1,0,"109,299","109,299"
2024-08-05T14:00:00Z,"4669,103",0,"4717,92",0,"11,42",1,0,"60,236","60,236"
2024-08-05T14:15:00Z,"4189,991",0,"4305,48",0,"12,476",1,0,"127,964","127,964"
2024-08-05T14:30:00Z,"3727,828",0,"3799,026",0,"12,653",1,0,"83,851","83,851"
2024-08-05T14:45:00Z,"5026,602",0,"4999,203",0,"13,066",1,0,0,0
2024-08-05T15:00:00Z,"2023,874","138,896","3215,296",0,"1738,133","0,99",0,"3068,452","3068,452"
2024-08-05T15:15:00Z,"879,189","16,285","3818,596","2814,786","587,563","0,9722666666666667",0,"728,469","728,469"
2024-08-05T15:30:00Z,"3501,007",0,"3545,23",0,"11,386",1,0,"55,609","55,609"
2024-08-05T15:45:00Z,"3213,02",0,"3238,653",0,"11,57",1,0,"37,202","37,202"
2024-08-05T16:00:00Z,"2709,535",0,"2714,93",0,"11,333",1,0,"16,728","16,728"
2024-08-05T16:15:00Z,"1849,286",0,"2056,913",0,"11,143",1,0,"218,77","218,77"
2024-08-05T16:30:00Z,"1882,856",0,"2011,96",0,"11,003",1,0,"140,107","140,107"
2024-08-05T16:45:00Z,"1439,608",0,"1545,83",0,"10,433",1,0,"116,655","116,655"
2024-08-05T17:00:00Z,"1054,474",0,"1232,683",0,"10,166",1,0,"188,375","188,375"
2024-08-05T17:15:00Z,"807,567",0,"865,436",0,"10,003",1,0,"67,872","67,872"
2024-08-05T17:30:00Z,"402,739","1,563","563,096","0,026","10,633",1,0,"172,527","172,527"
2024-08-05T17:45:00Z,"197,635","0,285","359,966",0,"9,916",1,0,"172,533","172,533"
2024-08-05T18:00:00Z,"158,584",0,"269,186",0,"9,943",1,0,"120,546","120,546"
2024-08-05T18:15:00Z,"19,323","357,194","109,503",0,"3355,54","0,9735666666666667",0,"3802,914","3802,914"
2024-08-05T18:30:00Z,"32,126","6,587","203,203","34,08","52,02","0,92",0,"195,604","195,604"
2024-08-05T18:45:00Z,"0,316","11,415","122,833","0,136","138,466","0,9169000000000002",0,"272,262","272,262"
2024-08-05T19:00:00Z,"2,471","4,8","29,76",0,"491,243","0,9071333333333333",0,"523,332","523,332"
2024-08-05T19:15:00Z,"369,339","443,26",0,0,"2624,12","0,8780333333333334",0,"2698,041","2698,041"
2024-08-05T19:30:00Z,"64,529","58,567",0,0,"1142,15","0,8215333333333333",0,"1136,188","1136,188"
2024-08-05T19:45:00Z,"357,117","330,918",0,0,"1322,876","0,8020666666666668",0,"1296,677","1296,677"
2024-08-05T20:00:00Z,"112,433","114,465",0,0,"1294,246","0,7637333333333334",0,"1296,278","1296,278"
2024-08-05T20:15:00Z,"1,634","2,28",0,0,"527,943","0,7469333333333334",0,"528,589","528,589"
2024-08-05T20:30:00Z,"1,651","1,661",0,0,"557,286","0,7349333333333334",0,"557,296","557,296"
2024-08-05T20:45:00Z,"1,442","1,243",0,0,"513,643","0,7230000000000001",0,"513,444","513,444"
2024-08-05T21:00:00Z,"1,29","1,866",0,0,"446,106","0,7122666666666667",0,"446,682","446,682"
2024-08-05T21:15:00Z,"2,154","7,205",0,0,"451,77","0,7026333333333333",0,"456,821","456,821"
2024-08-05T21:30:00Z,"4,956","6,432",0,0,"530,506","0,6920333333333334",0,"531,982","531,982"
2024-08-05T21:45:00Z,"1,156","1,191",0,0,"506,5","0,6794",0,"506,535","506,535"
2024-08-05T22:00:00Z,"0,745","5,76",0,0,"487,053","0,6684333333333333",0,"492,068","492,068"
