sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-04-26T22:15:00Z,"28,809","29,072",0,0,"347,748","0,6684482758620689",0,"306,062","348,011","41,948"
2024-04-26T22:30:00Z,"3,334","2,89",0,0,"313,092","0,66",0,"270,212","312,648","42,436"
2024-04-26T22:45:00Z,"3,199","3,351",0,0,"279,986","0,6533898305084747",0,"239,507","280,138","40,631"
2024-04-26T23:00:00Z,"0,542","1,765",0,0,"228,702","0,65",0,"190,89","229,925","39,034"
2024-04-26T23:15:00Z,"1,259","2,029",0,0,"219,938","0,6413993174061433",0,"180,692","220,709","40,016"
2024-04-26T23:30:00Z,"0,397","0,976",0,0,"181,206","0,64",0,"142,931","181,785","38,853"
2024-04-26T23:45:00Z,"1,213","2,014",0,0,"235,487","0,6316262975778547",0,"196,639","236,288","39,649"
2024-04-27T00:00:00Z,"0,903","1,022",0,0,"205,517","0,63",0,"162,283","205,636","43,352"
2024-04-27T00:15:00Z,"0,359","0,78",0,0,"192,437","0,6202413793103448",0,"148,563","192,859","44,295"
2024-04-27T00:30:00Z,"6,343","13,022",0,0,"758,156","0,6116666666666667",0,"209,998","764,836","554,838"
2024-04-27T00:45:00Z,"0,254","1,093",0,0,"833,034","0,5889930555555555",0,"157,951","833,873","675,922"
2024-04-27T01:00:00Z,"0,553","2,141",0,0,"901,092","0,5682817869415808",0,"170,332","902,68","732,348"
2024-04-27T01:15:00Z,"1,6","1,344",0,0,"985,464","0,5448474576271186",0,"201,451","985,208","783,756"
2024-04-27T01:30:00Z,"0,366","1,202",0,0,"972,075","0,5212413793103449",0,160,"972,912","812,911"
2024-04-27T01:45:00Z,"8,717","5,701",0,0,"1017,172","0,498445945945946",0,"206,055","1014,156","808,1"
2024-04-27T02:00:00Z,"1,946","1,202",0,0,"928,589","0,47403389830508474",0,"176,635","927,845","751,21"
2024-04-27T02:15:00Z,"0,63","1,122",0,0,"888,778","0,45285714285714285",0,"163,244","889,271","726,026"
2024-04-27T02:30:00Z,"0,662","5,149",0,0,"934,537","0,4310810810810811",0,"210,601","939,023","728,422"
2024-04-27T02:45:00Z,"1,328","0,91",0,0,"899,07","0,4090878378378379",0,"167,313","898,652","731,339"
2024-04-27T03:00:00Z,"0,828","6,588",0,0,"1036,579","0,38742372881355935",0,"175,535","1042,34","866,804"
2024-04-27T03:15:00Z,"1,486","6,438",0,0,"1614,584","0,35245674740484434",0,"212,91","1619,536","1406,626"
2024-04-27T03:30:00Z,"0,157","1,77",0,0,"1678,668","0,3109215017064847",0,"178,344","1680,282","1501,937"
2024-04-27T03:45:00Z,"1,512","2,491",0,0,"1786,35","0,2684666666666667",0,"204,08","1787,328","1583,247"
2024-04-27T04:00:00Z,"18,162","16,906",0,0,"1487,835","0,22481099656357387",0,"217,611","1486,578","1268,967"
2024-04-27T04:15:00Z,"1,531","2,274",0,0,"890,755","0,19881355932203387",0,"153,289","891,499","738,21"
2024-04-27T04:30:00Z,"1,437","0,439","40,266",0,"825,462","0,17717687074829933",0,"129,486","864,731","735,244"
2024-04-27T04:45:00Z,"1,365","0,798","137,152",0,"751,826","0,15636678200692042",0,"153,482","888,413","734,931"
2024-04-27T05:00:00Z,"1,22","1,743","201,35",0,"682,939","0,13868243243243245",0,"145,758","884,812","739,054"
2024-04-27T05:15:00Z,"1,08","4,107","235,679",0,"633,879","0,12352348993288591",0,"129,064","872,585","743,52"
2024-04-27T05:30:00Z,"3,78","0,788","393,459",0,"512,69","0,10731292517006802",0,"155,928","903,157","747,229"
2024-04-27T05:45:00Z,"26,178","40,445","537,53","145,335","208,771","0,1",0,"204,659","615,233","410,573"
2024-04-27T06:00:00Z,"60,03","28,645","595,78","384,377","82,235","0,10370242214532872",0,"222,192","262,254","40,061"
2024-04-27T06:15:00Z,"3,651","8,942","761,085","558,853",0,"0,11501792114695342",0,"167,735","207,523","39,787"
2024-04-27T06:30:00Z,"40,711","30,219","811,191","615,522","17,105","0,12978947368421054",0,"162,56","202,281","39,721"
2024-04-27T06:45:00Z,"75,617","67,718","826,043","480,355","38,912","0,14303135888501742",0,"336,225","376,702","40,477"
2024-04-27T07:00:00Z,"92,513","125,031","897,441","77,62","1092,342","0,13816949152542374",0,"1901,381","1944,682","43,301"
2024-04-27T07:15:00Z,"76,806","88,731","2024,819","35,895","182,595","0,12",0,"2140,197","2183,445","43,247"
2024-04-27T07:30:00Z,"112,072","71,511","2566,874","1534,854","5,25","0,13274305555555554",0,"952,94","996,709","43,769"
2024-04-27T07:45:00Z,"93,953","74,621","2791,072","2484,818",0,"0,18876712328767123",0,"242,838","286,921","44,083"
2024-04-27T08:00:00Z,"106,885","70,05","2701,073","2380,882",0,"0,24953020134228188",0,"241,648","283,355","41,706"
2024-04-27T08:15:00Z,"99,136","110,479","1885,9","1551,383",0,"0,29646464646464643",0,"305,567","345,859","40,292"
2024-04-27T08:30:00Z,"46,451","43,615","1375,797","1089,935",0,"0,327864406779661",0,"240,291","283,025","42,734"
2024-04-27T08:45:00Z,"58,718","57,946","1585,092","1205,357",0,"0,3541156462585034",0,"334,214","378,963","44,749"
2024-04-27T09:00:00Z,"59,215","58,697","2948,57","2560,539",0,"0,39975778546712804",0,"342,67","387,512","44,842"
2024-04-27T09:15:00Z,"26,667","29,461","2783,368","2390,496",0,"0,4627777777777778",0,"350,98","395,665","44,684"
2024-04-27T09:30:00Z,"70,234","66,267","2375,276","2044,276",0,"0,5149480968858131",0,"285,901","327,032","41,131"
2024-04-27T09:45:00Z,"108,992","74,805","2773,462","2555,724",0,"0,5704482758620689",0,"143,364","183,551","40,186"
2024-04-27T10:00:00Z,"102,024","73,114","4075,579","3835,589",0,"0,6480677966101694",0,"174,937","211,079","36,141"
2024-04-27T10:15:00Z,"99,864","115,44","3784,605","3092,085",0,"0,7333333333333333",0,"674,326","708,095","33,768"
2024-04-27T10:30:00Z,"61,952","65,246","3270,243","2162,091",0,"0,7982312925170068",0,"1079,022","1111,446","32,423"
2024-04-27T10:45:00Z,"15,437","23,796","2900,158","1575,996",0,"0,842184300341297",0,"1300,149","1332,521","32,371"
2024-04-27T11:00:00Z,"38,75","35,106","3210,499","2555,447",0,"0,8917832167832168",0,"615,487","651,408","35,921"
2024-04-27T11:15:00Z,"43,788","57,743","3505,488","2761,25",0,"0,9649484536082474",0,"721,42","758,193","36,773"
2024-04-27T11:30:00Z,"331,473","44,029","2907,003","1856,196","0,706","0,9909310344827585",0,"727,32","764,069","36,748"
2024-04-27T11:45:00Z,"2515,412",0,"3636,524",0,"8,636",1,0,"881,695","1129,748","248,053"
2024-04-27T12:00:00Z,"807,381","6,604","2844,017",0,"28,962","0,995085910652921",0,"809,644","2072,202","1262,557"
2024-04-27T12:15:00Z,"1795,178","3,923","3665,281",0,"28,487","0,99",0,"689,715","1902,513","1212,798"
2024-04-27T12:30:00Z,"1056,92","1,356","2719,659",0,"15,169","0,99",0,"404,012","1679,264","1275,252"
