sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-11-08T23:15:00Z,0,"154,87",0,0,0,"0,05",0,"113,956","154,87","40,913"
2024-11-08T23:30:00Z,0,"190,395",0,0,0,"0,05",0,"149,966","190,395","40,428"
2024-11-08T23:45:00Z,0,"143,713",0,0,0,"0,05",0,"102,799","143,713","40,913"
2024-11-09T00:00:00Z,0,"161,979",0,0,0,"0,05",0,"120,949","161,979","41,029"
2024-11-09T00:15:00Z,0,"177,126",0,0,0,"0,05",0,"136,032","177,126","41,093"
2024-11-09T00:30:00Z,0,"152,4",0,0,0,"0,05",0,"107,712","152,4","44,687"
2024-11-09T00:45:00Z,0,"167,337",0,0,0,"0,05",0,"122,478","167,337","44,858"
2024-11-09T01:00:00Z,0,"156,551",0,0,0,"0,05",0,"111,606","156,551","44,945"
2024-11-09T01:15:00Z,0,"191,122",0,0,0,"0,05",0,"146,72","191,122","44,402"
2024-11-09T01:30:00Z,0,"154,412",0,0,0,"0,05",0,"109,486","154,412","44,925"
2024-11-09T01:45:00Z,0,"148,031",0,0,0,"0,05",0,"103,116","148,031","44,915"
2024-11-09T02:00:00Z,0,"203,556",0,0,0,"0,05",0,"158,515","203,556","45,04"
2024-11-09T02:15:00Z,0,"147,731",0,0,0,"0,05",0,"103,366","147,731","44,364"
2024-11-09T02:30:00Z,0,"153,981",0,0,0,"0,05",0,"109,039","153,981","44,942"
2024-11-09T02:45:00Z,0,"188,099",0,0,0,"0,05",0,"143,247","188,099","44,852"
2024-11-09T03:00:00Z,0,"516,9",0,0,0,"0,05",0,"113,65","516,9","403,249"
2024-11-09T03:15:00Z,0,"792,107",0,0,0,"0,05",0,"126,046","792,107","666,06"
2024-11-09T03:30:00Z,0,"767,43",0,0,0,"0,05",0,"111,156","767,43","656,274"
2024-11-09T03:45:00Z,0,"831,119",0,0,0,"0,05",0,"141,451","831,119","689,668"
2024-11-09T04:00:00Z,0,"827,401",0,0,0,"0,05",0,"128,67","827,401","698,73"
2024-11-09T04:15:00Z,0,"806,049",0,0,0,"0,04730000000000001",0,"104,69","806,049","701,358"
2024-11-09T04:30:00Z,0,"856,047",0,0,0,"0,04",0,"146,351","856,047","709,695"
2024-11-09T04:45:00Z,0,"830,662",0,0,0,"0,04",0,"117,05","830,662","713,612"
2024-11-09T05:00:00Z,0,"818,238",0,0,0,"0,04",0,"101,699","818,238","716,538"
2024-11-09T05:15:00Z,0,"857,87",0,0,0,"0,04",0,"135,542","857,87","722,327"
2024-11-09T05:30:00Z,0,"853,071",0,0,0,"0,04",0,"125,367","853,071","727,703"
2024-11-09T05:45:00Z,0,"833,011",0,0,0,"0,04",0,"101,098","833,011","731,912"
2024-11-09T06:00:00Z,0,"797,785",0,0,0,"0,04",0,"141,22","797,785","656,565"
2024-11-09T06:15:00Z,0,"322,654",0,0,0,"0,04",0,"273,453","322,654","49,2"
2024-11-09T06:30:00Z,0,"239,073",0,0,0,"0,04",0,"190,2","239,073","48,872"
2024-11-09T06:45:00Z,0,"1432,983",0,0,0,"0,04",0,"1383,535","1432,983","49,447"
2024-11-09T07:00:00Z,0,"910,225",0,0,0,"0,04",0,"860,782","910,225","49,442"
2024-11-09T07:15:00Z,0,"519,028","3,123","157,403","7,34","0,048400000000000006",0,"323,447","372,088","48,641"
2024-11-09T07:30:00Z,0,"244,712","21,433","15,43","9,03","0,049800000000000004",0,"211,06","259,745","48,685"
2024-11-09T07:45:00Z,0,"1437,699","46,8","19,513",9,"0,049833333333333334",0,"1427,695","1473,985","46,29"
2024-11-09T08:00:00Z,0,"721,362","72,8","15,323","8,873","0,049800000000000004",0,"742,757","787,712","44,954"
2024-11-09T08:15:00Z,0,"67,606","105,383",0,"9,19","0,05",0,"137,806","182,18","44,373"
2024-11-09T08:30:00Z,0,"480,458","129,456","15,193","8,89","0,049800000000000004",0,"143,769","603,612","459,842"
2024-11-09T08:45:00Z,0,"1401,167","173,6","17,876","8,953","0,0499",0,"118,143","1565,844","1447,701"
2024-11-09T09:00:00Z,0,"1465,578","214,06","16,933","8,886","0,04986666666666667",0,"119,7","1671,592","1551,891"
2024-11-09T09:15:00Z,0,"1530,046","250,04",0,"9,513","0,05",0,"181,426","1789,6","1608,173"
2024-11-09T09:30:00Z,0,"756,295","297,816","18,003","9,46","0,0499",0,"156,466","1045,568","889,102"
2024-11-09T09:45:00Z,0,"681,023","289,873","15,526","9,526","0,0499",0,"267,569","964,897","697,327"
2024-11-09T10:00:00Z,0,"572,715","299,49","17,346","9,4","0,0499",0,"161,923","864,259","702,335"
2024-11-09T10:15:00Z,0,"552,762","285,573","16,963","9,693","0,0499",0,"123,484","831,065","707,581"
2024-11-09T10:30:00Z,0,"527,663","303,576",0,"9,826","0,05",0,"127,415","841,067","713,651"
2024-11-09T10:45:00Z,0,"591,82","291,853","19,19","9,276","0,049800000000000004",0,"146,619","873,76","727,14"
2024-11-09T11:00:00Z,0,"579,733","306,5","17,69","9,546","0,049833333333333334",0,"137,313","878,09","740,776"
2024-11-09T11:15:00Z,"1,677","433,762","325,926","47,963","7,736","0,04986666666666667",0,"114,85","717,784","602,934"
2024-11-09T11:30:00Z,"1,283","1,257","317,996","150,566",0,"0,05",0,"122,795","167,404","44,608"
2024-11-09T11:45:00Z,"3,192","1,593","348,243","141,323",0,"0,05",0,"160,679","205,321","44,642"
2024-11-09T12:00:00Z,"1,223","0,741","347,01","190,87",0,"0,05773333333333334",0,"111,621","155,658","44,036"
