sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-07-22T22:15:00Z,"13,085","8,899",0,0,"143,383","0,8937666666666668",0,"124,166","139,196","15,03"
2024-07-22T22:30:00Z,"1,968","1,851",0,0,"215,983","0,89",0,"200,773","215,866","15,092"
2024-07-22T22:45:00Z,"0,206","0,619",0,0,"139,81","0,8889333333333335",0,"125,139","140,223","15,083"
2024-07-22T23:00:00Z,"0,744","2,469",0,0,"173,763","0,88",0,"163,085","175,488","12,403"
2024-07-22T23:15:00Z,"0,977","0,717",0,0,"173,35","0,88",0,"162,391","173,09","10,698"
2024-07-22T23:30:00Z,"0,725","1,097",0,0,"160,246","0,8727000000000001",0,"149,937","160,618","10,681"
2024-07-22T23:45:00Z,"0,342","1,493",0,0,"169,89","0,87",0,"160,338","171,04","10,702"
2024-07-23T00:00:00Z,"0,875","1,393",0,0,"175,34","0,8660666666666668",0,"165,171","175,858","10,687"
2024-07-23T00:15:00Z,"0,469","1,28",0,0,"138,989","0,86",0,"129,119","139,801","10,681"
2024-07-23T00:30:00Z,"1,343","1,594",0,0,"208,2","0,86",0,"197,735","208,451","10,715"
2024-07-23T00:45:00Z,"0,533","1,541",0,0,"143,606","0,8514333333333335",0,"133,912","144,615","10,702"
2024-07-23T01:00:00Z,"11,738","4,805",0,0,"183,396","0,85",0,"165,749","176,463","10,713"
2024-07-23T01:15:00Z,"1,485","1,681",0,0,"191,086","0,8447",0,"180,555","191,282","10,726"
2024-07-23T01:30:00Z,"0,615","0,641",0,0,"153,93","0,84",0,"143,237","153,955","10,718"
2024-07-23T01:45:00Z,"0,527","2,036",0,0,"179,05","0,8398666666666668",0,"169,823","180,559","10,735"
2024-07-23T02:00:00Z,"2,674","16,681",0,0,"575,65","0,8287666666666667",0,"167,975","589,657","421,682"
2024-07-23T02:15:00Z,"6,363","3,754",0,0,"1362,79","0,8020666666666668",0,"166,955","1360,181","1193,225"
2024-07-23T02:30:00Z,"1,391","1,971",0,0,"1366,873","0,7659",0,"213,396","1367,453","1154,056"
2024-07-23T02:45:00Z,"17,82","2,276",0,0,"1192,453","0,7245",0,"168,221","1176,909","1008,687"
2024-07-23T03:00:00Z,"0,354","0,627",0,0,"145,45","0,71",0,"135,036","145,723","10,686"
2024-07-23T03:15:00Z,"1,264","1,948",0,0,"204,03","0,7012666666666667",0,"194,008","204,714","10,706"
2024-07-23T03:30:00Z,"0,832","0,7",0,0,"144,646","0,7000000000000001",0,"133,825","144,514","10,688"
2024-07-23T03:45:00Z,"0,707","1,923",0,0,"170,953","0,6967666666666668",0,"161,5","172,169","10,669"
2024-07-23T04:00:00Z,"1,436","0,378",0,0,"147,46","0,6900000000000001",0,"135,734","146,402","10,667"
2024-07-23T04:15:00Z,"53,731","60,39","38,663",0,"291,84","0,6852333333333335",0,"326,457","337,162","10,704"
2024-07-23T04:30:00Z,"21,393","25,834","121,39",0,"100,773","0,68",0,"211,712","226,604","14,891"
2024-07-23T04:45:00Z,"20,502","22,664","270,704","103,802","21,291","0,68",0,"174,995","190,354","15,359"
2024-07-23T05:00:00Z,"61,288","59,107","389,956","39,493","345,02","0,6770666666666668",0,"678,021","693,303","15,281"
2024-07-23T05:15:00Z,"52,604","24,943","844,92","570,883","86,83","0,6825333333333334",0,"317,929","333,205","15,276"
2024-07-23T05:30:00Z,"50,612","31,778","828,34","669,296","73,086","0,6981666666666668",0,"198,074","213,296","15,221"
2024-07-23T05:45:00Z,"20,224","12,469","991,893","841,266",0,"0,7149666666666668",0,"127,62","142,871","15,25"
2024-07-23T06:00:00Z,"67,578","61,563","1636,775","1397,22",0,"0,7439799331103679",0,"218,178","233,54","15,361"
2024-07-23T06:15:00Z,"27,971","26,145","1993,754","1866,102",0,"0,7849169435215947",0,"110,481","125,824","15,342"
2024-07-23T06:30:00Z,"35,53","49,19","1192,64","1029,546",0,"0,8218333333333334",0,"161,451","176,753","15,301"
2024-07-23T06:45:00Z,"22,073","22,344","1117,949","883,899",0,"0,8455183946488295",0,"219,071","234,321","15,249"
2024-07-23T07:00:00Z,"19,444","13,895","1340,611","1105,953",0,"0,8688039867109635",0,"213,871","229,109","15,237"
2024-07-23T07:15:00Z,"19,621","15,243","1462,08","1231,21",0,"0,9029333333333334",0,"211,218","226,492","15,273"
2024-07-23T07:30:00Z,"3,847","8,171","1185,373","952,833",0,"0,9325666666666668",0,"221,702","236,864","15,161"
2024-07-23T07:45:00Z,"5,067","4,201","760,523","597,486",0,"0,9547000000000001",0,"147,048","162,17","15,121"
2024-07-23T08:00:00Z,"3,525","6,035","659,07","499,453",0,"0,9742281879194632",0,"146,982","162,127","15,145"
2024-07-23T08:15:00Z,"8,498","4,497","787,173","633,553",0,"0,9849000000000001",0,"134,457","149,619","15,161"
2024-07-23T08:30:00Z,"177,488","5,871","1005,276","697,11","1,72","0,9916333333333335",0,"123,145","138,269","15,124"
2024-07-23T08:45:00Z,"907,172",0,"1069,64",0,"10,79",1,0,"158,05","173,257","15,207"
2024-07-23T09:00:00Z,"757,872",0,"893,353",0,"10,6",1,0,"130,787","146,08","15,292"
2024-07-23T09:15:00Z,"770,356",0,"890,863",0,"10,363",1,0,"115,535","130,869","15,334"
2024-07-23T09:30:00Z,"1740,678",0,"1916,376",0,"10,403",1,0,"173,955","186,102","12,146"
2024-07-23T09:45:00Z,"2147,933",0,"2263,156",0,"10,4",1,0,"114,675","125,623","10,947"
2024-07-23T10:00:00Z,"832,492",0,"1001,61",0,"10,23",1,0,"167,525","179,347","11,822"
2024-07-23T10:15:00Z,"1832,994",0,"1955,42",0,"10,316",1,0,"121,829","132,741","10,912"
2024-07-23T10:30:00Z,"2050,838",0,"2184,41",0,"10,776",1,0,"133,472","144,348","10,876"
2024-07-23T10:45:00Z,"1401,474",0,"1565,22",0,"10,316",1,0,"163,218","174,062","10,843"
2024-07-23T11:00:00Z,"2051,058",0,"2181,933",0,"10,453",1,0,"127,227","141,328","14,1"
2024-07-23T11:15:00Z,"1008,294",0,"1155,41",0,"10,086",1,0,"141,983","157,202","15,218"
2024-07-23T11:30:00Z,"3375,049",0,"3544,383",0,"10,093",1,0,"163,933","179,427","15,494"
2024-07-23T11:45:00Z,"2549,087",0,"2677,65",0,"10,55",1,0,"123,547","139,112","15,564"
2024-07-23T12:00:00Z,"2548,324","2,858","3187,92","0,076","22,976","0,9968333333333333",0,"184,971","665,354","480,382"
2024-07-23T12:15:00Z,"829,722","9,409","1972,82",0,"128,07","0,9825666666666668",0,"123,222","1280,577","1157,354"
2024-07-23T12:30:00Z,"3246,844",0,"4454,39",0,"20,116","0,98",0,"159,16","1227,662","1068,502"
2024-07-23T12:45:00Z,"3430,105",0,"4639,976",0,"10,693","0,98",0,"169,079","1220,564","1051,484"
2024-07-23T13:00:00Z,"3991,431",0,"4145,026",0,"10,486","0,98",0,"148,426","164,082","15,655"
2024-07-23T13:15:00Z,"4141,227",0,"4329,56",0,"10,77","0,98",0,"183,388","199,102","15,714"
2024-07-23T13:30:00Z,"4313,404",0,"4457,83",0,"10,763","0,98",0,"139,422","155,189","15,767"
2024-07-23T13:45:00Z,"3057,902",0,"3196,423",0,"10,53","0,98",0,"133,333","149,051","15,717"
2024-07-23T14:00:00Z,"3150,662",0,"3321,836",0,"10,856","0,98",0,"166,379","182,031","15,651"
2024-07-23T14:15:00Z,"2964,634",0,"3108,745",0,"10,494","0,98",0,"138,927","154,606","15,679"
2024-07-23T14:30:00Z,"1725,81",0,"1890,69",0,"10,133","0,98",0,"159,349","175,012","15,662"
2024-07-23T14:45:00Z,"1914,917",0,"2069,285",0,"10,099","0,98",0,"148,825","164,467","15,642"
2024-07-23T15:00:00Z,"806,23",0,"920,506",0,"10,03","0,98",0,"108,753","124,306","15,552"
2024-07-23T15:15:00Z,"1340,077","0,106","1531,393",0,"10,263","0,98",0,"186,103","201,685","15,582"
2024-07-23T15:30:00Z,"665,7",0,"777,343",0,"10,176","0,98",0,"106,343","121,82","15,476"
2024-07-23T15:45:00Z,"1480,736",0,"1645,84",0,"10,75","0,98",0,"160,336","175,853","15,517"
2024-07-23T16:00:00Z,"1143,768",0,"1287,053",0,"10,28","0,98",0,"138,044","153,565","15,521"
2024-07-23T16:15:00Z,"991,005",0,"1129,179",0,"10,149","0,98",0,"132,78","148,323","15,543"
2024-07-23T16:30:00Z,"307,036",0,"465,516",0,"10,176","0,98",0,"153,269","168,656","15,387"
2024-07-23T16:45:00Z,"870,115",0,"1003,92",0,"10,29","0,98",0,"128,629","144,094","15,465"
2024-07-23T17:00:00Z,"1274,391",0,"1402,866",0,"10,565","0,98",0,"123,545","139,04","15,495"
2024-07-23T17:15:00Z,"738,625",0,"910,179",0,"10,581","0,98",0,"166,785","182,135","15,349"
