sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-05-17T22:15:00Z,"9,945","11,271",0,0,"185,726","0,8022",0,"155,995","187,053","31,057"
2024-05-17T22:30:00Z,"0,707","1,684",0,0,"185,776","0,8",0,"155,633","186,754","31,12"
2024-05-17T22:45:00Z,"1,338","0,966",0,0,"222,663","0,7927333333333334",0,"191,141","222,291","31,15"
2024-05-17T23:00:00Z,"0,641","0,613",0,0,"175,876","0,79",0,"147,541","175,847","28,306"
2024-05-17T23:15:00Z,"0,323","1,017",0,0,"175,43","0,7845666666666667",0,"149,455","176,124","26,668"
2024-05-17T23:30:00Z,"1,303","1,331",0,0,"218,86","0,78",0,"192,238","218,888","26,65"
2024-05-17T23:45:00Z,"0,228","0,662",0,0,"158,233","0,7759",0,"132,454","158,666","26,212"
2024-05-18T00:00:00Z,"0,805","3,681",0,0,"198,586","0,77",0,"175,265","201,462","26,197"
2024-05-18T00:15:00Z,"0,953","0,757",0,0,"187,8","0,7673666666666666",0,"161,364","187,603","26,239"
2024-05-18T00:30:00Z,"0,941","1,426",0,0,"175,726","0,76",0,"149,956","176,212","26,255"
2024-05-18T00:45:00Z,"0,697","1,718",0,0,"184,87","0,7598333333333334",0,"159,659","185,891","26,231"
2024-05-18T01:00:00Z,"1,291","1,357",0,0,"190,196","0,75",0,"164,021","190,262","26,241"
2024-05-18T01:15:00Z,"0,702","0,642",0,0,"179,21","0,75",0,"152,934","179,15","26,215"
2024-05-18T01:30:00Z,"6,863","3,29",0,0,"184,553","0,7419666666666668",0,"154,735","180,98","26,245"
2024-05-18T01:45:00Z,"1,164","1,075",0,0,"210,513","0,74",0,"184,15","210,424","26,273"
2024-05-18T02:00:00Z,"0,185","0,636",0,0,"159,553","0,7330000000000001",0,"133,789","160,003","26,214"
2024-05-18T02:15:00Z,"0,637","2,217",0,0,"199,816","0,73",0,"175,115","201,396","26,281"
2024-05-18T02:30:00Z,"1,354","0,671",0,0,"191,726","0,7246666666666667",0,"164,7","191,043","26,343"
2024-05-18T02:45:00Z,"0,59","1,466",0,0,"169,54","0,72",0,"144,01","170,415","26,405"
2024-05-18T03:00:00Z,"1,833","13,683",0,0,"446,729","0,7179264214046823",0,"170,798","458,578","287,78"
2024-05-18T03:15:00Z,"4,24","3,283",0,0,"1474,94","0,6863333333333335",0,"186,238","1473,982","1287,744"
2024-05-18T03:30:00Z,"1,367","2,227",0,0,"1483,073","0,6446000000000001",0,"183,77","1483,933","1300,162"
2024-05-18T03:45:00Z,"0,479","4,904",0,0,"1547,879","0,6030434782608696",0,"169,506","1552,304","1382,797"
2024-05-18T04:00:00Z,"11,989","1,931","2,026",0,"1376,333","0,5625666666666667",0,"165,827","1368,301","1202,474"
2024-05-18T04:15:00Z,"0,495","0,553","61,576",0,"73,2","0,55",0,"108,562","134,834","26,272"
2024-05-18T04:30:00Z,"1,172","2,022","113,346",0,"58,903","0,55",0,"142,754","173,099","30,344"
2024-05-18T04:45:00Z,"2,126","1,589","191,17","16,996","53,23","0,55",0,"196,373","226,866","30,493"
2024-05-18T05:00:00Z,"39,55","54,421","290,753","38,01","143,876","0,5459333333333334",0,"380,969","411,49","30,52"
2024-05-18T05:15:00Z,"33,274","36,056","370,11","195,26","75,333","0,5426666666666667",0,"222,475","252,965","30,49"
2024-05-18T05:30:00Z,"31,334","18,836","520,703","317,63","15,91","0,5518666666666667",0,"176,025","206,486","30,46"
2024-05-18T05:45:00Z,"6,841","21,207","660,48","406,153","1,55","0,562",0,"239,637","270,242","30,604"
2024-05-18T06:00:00Z,"16,196","19,034","802,596","614,6","4,166","0,5745",0,"158,935","195,001","36,065"
2024-05-18T06:15:00Z,"2,932","3,216","983,163","798,413",0,"0,5940666666666667",0,"146,745","185,034","38,289"
2024-05-18T06:30:00Z,"21,532","11,982","1327,876","1066,67","2,733","0,6163333333333334",0,"212,455","254,39","41,934"
2024-05-18T06:45:00Z,"84,001","71,342","2260,852","1914,832",0,"0,6511036789297658",0,"291,406","333,361","41,954"
2024-05-18T07:00:00Z,"33,407","62,156","3177,876","2988,393",0,"0,7159666666666668",0,"176,324","218,233","41,909"
2024-05-18T07:15:00Z,"30,039","30,725","2961,546","2659,48",0,"0,7833",0,"260,757","302,752","41,994"
2024-05-18T07:30:00Z,"36,26","21,088","3001,47","2789,4",0,"0,8483333333333335",0,"154,949","196,898","41,948"
2024-05-18T07:45:00Z,"6,051","6,715","3201,86","3031,233",0,"0,9168333333333334",0,"129,365","171,29","41,924"
2024-05-18T08:00:00Z,"1470,294","3,996","2789,043","1112,693","5,506","0,9881333333333333",0,"175,836","215,558","39,722"
2024-05-18T08:15:00Z,"2228,622",0,"2384,303",0,"8,863",1,0,"127,401","164,544","37,142"
2024-05-18T08:30:00Z,"3381,625",0,"3542,59",0,"9,246",1,0,"133,141","170,211","37,069"
2024-05-18T08:45:00Z,"3396,088",0,"3603,04",0,"9,24",1,0,"179,155","216,191","37,035"
2024-05-18T09:00:00Z,"3511,868",0,"3697,423",0,"9,746",1,0,"158,291","195,301","37,009"
2024-05-18T09:15:00Z,"3952,538",0,"4169,163",0,"9,533",1,0,"191,067","226,157","35,09"
2024-05-18T09:30:00Z,"4113,298",0,"4328,67",0,"9,526",1,0,"197,249","224,897","27,648"
2024-05-18T09:45:00Z,"4323,848",0,"4504,234",0,"9,832",1,0,"163,771","190,218","26,446"
