sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-01-23T23:15:00Z,0,"428,918",0,0,0,"0,04",0,"414,918","428,918",14
2024-01-23T23:30:00Z,0,"416,216",0,0,0,"0,04",0,"402,216","416,216",14
2024-01-23T23:45:00Z,0,"427,161",0,0,0,"0,04",0,"413,161","427,161",14
2024-01-24T00:00:00Z,0,"431,488",0,0,0,"0,04",0,"417,488","431,488",14
2024-01-24T00:15:00Z,0,"423,346",0,0,0,"0,04",0,"409,346","423,346",14
2024-01-24T00:30:00Z,0,"411,129",0,0,0,"0,04",0,"400,919","411,129","10,209"
2024-01-24T00:45:00Z,0,"385,004",0,0,0,"0,04",0,"377,004","385,004",8
2024-01-24T01:00:00Z,0,"354,253",0,0,0,"0,04",0,"346,253","354,253",8
2024-01-24T01:15:00Z,0,"340,895",0,0,0,"0,04",0,"332,895","340,895",8
2024-01-24T01:30:00Z,0,"346,45",0,0,0,"0,04",0,"338,45","346,45",8
2024-01-24T01:45:00Z,0,"422,243",0,0,0,"0,04",0,"414,243","422,243",8
2024-01-24T02:00:00Z,0,"424,928",0,0,0,"0,04",0,"416,928","424,928",8
2024-01-24T02:15:00Z,0,"420,53",0,0,0,"0,04",0,"412,53","420,53",8
2024-01-24T02:30:00Z,0,"418,84",0,0,0,"0,04",0,"410,84","418,84",8
2024-01-24T02:45:00Z,0,"396,562",0,0,0,"0,04",0,"388,562","396,562",8
2024-01-24T03:00:00Z,0,"355,475",0,0,0,"0,04",0,"347,475","355,475",8
2024-01-24T03:15:00Z,0,"347,632",0,0,0,"0,04",0,"339,632","347,632",8
2024-01-24T03:30:00Z,0,"351,139",0,0,0,"0,04",0,"343,139","351,139",8
2024-01-24T03:45:00Z,0,"408,545",0,0,0,"0,04",0,"400,545","408,545",8
2024-01-24T04:00:00Z,0,"432,342",0,0,0,"0,039999999999999994",0,"424,342","432,342",8
2024-01-24T04:15:00Z,0,"411,77",0,0,0,"0,04",0,"403,77","411,77",8
