sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-01-02T23:15:00Z,0,"466,936",0,0,0,"0,04",0,"452,936","466,936",14
2024-01-02T23:30:00Z,0,"646,1",0,0,0,"0,04",0,"632,1","646,1",14
2024-01-02T23:45:00Z,0,"422,089",0,0,0,"0,04",0,"408,089","422,089",14
2024-01-03T00:00:00Z,0,"450,543",0,0,0,"0,04",0,"436,543","450,543",14
2024-01-03T00:15:00Z,0,"436,723",0,0,0,"0,03654788418708241",0,"424,576","436,723","12,146"
2024-01-03T00:30:00Z,0,"425,848",0,0,0,"0,03",0,"417,848","425,848",8
2024-01-03T00:45:00Z,0,"437,17",0,0,0,"0,03",0,"429,17","437,17",8
2024-01-03T01:00:00Z,0,"425,127",0,0,0,"0,03",0,"417,127","425,127",8
2024-01-03T01:15:00Z,0,"375,4",0,0,0,"0,030000000000000006",0,"367,4","375,4",8
2024-01-03T01:30:00Z,0,"349,018",0,0,0,"0,030000000000000006",0,"341,018","349,018",8
2024-01-03T01:45:00Z,0,"361,177",0,0,0,"0,03",0,"353,177","361,177",8
2024-01-03T02:00:00Z,0,"439,998",0,0,0,"0,03",0,"431,998","439,998",8
2024-01-03T02:15:00Z,0,"426,701",0,0,0,"0,03",0,"418,701","426,701",8
2024-01-03T02:30:00Z,0,"425,718",0,0,0,"0,03",0,"417,718","425,718",8
2024-01-03T02:45:00Z,0,"432,948",0,0,0,"0,03",0,"424,948","432,948",8
2024-01-03T03:00:00Z,0,"375,324",0,0,0,"0,03",0,"367,324","375,324",8
2024-01-03T03:15:00Z,0,"351,934",0,0,0,"0,03",0,"343,934","351,934",8
2024-01-03T03:30:00Z,0,"352,452",0,0,0,"0,03",0,"344,452","352,452",8
2024-01-03T03:45:00Z,0,"438,183",0,0,0,"0,03",0,"430,183","438,183",8
2024-01-03T04:00:00Z,0,"441,708",0,0,0,"0,03",0,"433,708","441,708",8
2024-01-03T04:15:00Z,0,"438,496",0,0,0,"0,03",0,"430,496","438,496",8
2024-01-03T04:30:00Z,0,"377,508",0,0,0,"0,03",0,"369,508","377,508",8
2024-01-03T04:45:00Z,0,"1637,337",0,0,0,"0,03",0,"398,295","1637,337","1239,042"
2024-01-03T05:00:00Z,0,"404,835",0,0,0,"0,03",0,"367,835","404,835",37
2024-01-03T05:15:00Z,0,"4619,966",0,0,0,"0,03",0,"825,626","4619,966","3794,34"
2024-01-03T05:30:00Z,0,"2126,565",0,0,0,"0,029999999999999995",0,"379,372","2126,565","1747,193"
2024-01-03T05:45:00Z,0,"2446,933",0,0,0,"0,03",0,"654,455","2446,933","1792,477"
2024-01-03T06:00:00Z,0,"1340,304",0,0,0,"0,03",0,"341,853","1340,304","998,451"
2024-01-03T06:15:00Z,0,"887,632",0,0,0,"0,03",0,"522,483","887,632","365,148"
2024-01-03T06:30:00Z,0,"2673,892",0,0,0,"0,03",0,"339,385","2673,892","2334,506"
2024-01-03T06:45:00Z,0,"538,311","0,008","106,286","1,792","0,03",0,"396,826","433,826",37
2024-01-03T07:00:00Z,0,"2885,005",0,"478,93","0,038","0,03701559020044543",0,"789,71","2406,113","1616,402"
2024-01-03T07:15:00Z,0,"2074,184","0,111",0,"0,709","0,04026726057906459",0,"430,616","2075,005","1644,388"
2024-01-03T07:30:00Z,0,"582,303",0,0,0,"0,04",0,"545,303","582,303",37
2024-01-03T07:45:00Z,0,"2861,144",0,0,0,"0,04",0,"592,066","2861,144","2269,077"
2024-01-03T08:00:00Z,0,"462,558",0,0,0,"0,04",0,"393,707","462,558","68,851"
2024-01-03T08:15:00Z,0,"647,477","99,46","0,14","0,264","0,04",0,"600,05","747,061","147,011"
2024-01-03T08:30:00Z,0,"2147,438","282,607","0,476","0,129","0,04",0,"544,243","2429,697","1885,454"
2024-01-03T08:45:00Z,0,"356,001","226,273","0,271","0,303","0,04",0,"545,308","582,308",37
2024-01-03T09:00:00Z,0,"2243,965","184,945","0,203","0,358","0,04",0,"1565,195","2429,066","863,871"
2024-01-03T09:15:00Z,0,"1298,498","391,981","0,739","0,09","0,04",0,"455,513","1689,83","1234,317"
2024-01-03T09:30:00Z,"23,068","73,016","811,671","233,444",0,"0,045401785714285714",0,"591,176","628,176",37
2024-01-03T09:45:00Z,"7,48","1717,365","842,262","103,777","0,066","0,05",0,"664,557","2448,437","1783,88"
2024-01-03T10:00:00Z,"182,947","284,46","1810,965","1059,367",0,"0,06282850779510021",0,"427,638","853,11","425,472"
2024-01-03T10:15:00Z,"11,349","21,304","469,68","61,249","88,564","0,09",0,"469,95","506,95",37
2024-01-03T10:30:00Z,"5,618","1556,507","242,602","0,51","937,936","0,06231625835189309",0,"578,177","2730,917","2152,74"
2024-01-03T10:45:00Z,"0,433","320,563","315,596","1,966","1,786","0,05",0,"573,612","635,546","61,933"
2024-01-03T11:00:00Z,"5,018","126,646","538,537","20,816","0,831","0,05",0,"600,98","640,18","39,2"
2024-01-03T11:15:00Z,"0,768","2127,506","636,347","3,363","0,626","0,05",0,"660,507","2760,347","2099,839"
2024-01-03T11:30:00Z,"16,004","28,892","915,799","325,601","0,177","0,055803571428571425",0,"566,265","603,265",37
2024-01-03T11:45:00Z,"7,223","378,608","588,763","24,458","0,033","0,06",0,"610,222","935,724","325,502"
2024-01-03T12:00:00Z,"15,862","1396,707","1067,066","268,316","0,498","0,06338530066815144",0,"464,369","2180,093","1715,724"
2024-01-03T12:15:00Z,"22,114","44,635","626,062","156,369","168,029","0,07",0,"623,244","660,244",37
2024-01-03T12:30:00Z,"14,405","280,206","785,346","15,585","504,756","0,06601336302895323",0,"649,829","1540,318","890,488"
2024-01-03T12:45:00Z,"42,136","802,785","1274,597","212,005","2,865","0,05516703786191537",0,"555,788","1826,105","1270,317"
2024-01-03T13:00:00Z,"0,15","536,216","410,89","0,543","0,973","0,06",0,"910,387","947,387",37
2024-01-03T13:15:00Z,"0,504","1763,466","549,33","1,663","0,832","0,06",0,"710,448","2311,461","1601,013"
2024-01-03T13:30:00Z,"201,936","380,938","2121,593","1515,814","0,266","0,08708240534521158",0,"360,085","785,047","424,962"
2024-01-03T13:45:00Z,"17,708","26,017","710,686","250,804","49,834","0,11683741648106905",0,"481,026","518,026",37
2024-01-03T14:00:00Z,"80,739","300,457","631,505","0,254","1858,503","0,09064587973273941",0,"770,543","2709,472","1938,928"
2024-01-03T14:15:00Z,"4,884","142,706","619,456","107,143","0,86","0,057053571428571426",0,"493,351","650,995","157,644"
2024-01-03T14:30:00Z,0,"339,721","239,815","0,663","3,911","0,06",0,"545,784","582,784",37
2024-01-03T14:45:00Z,0,"2405,553","250,439","0,664","1,553","0,054097995545657016",0,"591,825","2656,883","2065,057"
2024-01-03T15:00:00Z,0,"495,735","204,235","1,024","4,887","0,05",0,"666,834","703,834",37
2024-01-03T15:15:00Z,0,"521,433","123,262","1,081","3,318","0,05",0,"607,61","646,932","39,322"
2024-01-03T15:30:00Z,0,"2578,531","29,186","0,753","18,187","0,05",0,"506,167","2625,151","2118,984"
2024-01-03T15:45:00Z,0,"515,776","1,839","0,526","3,297","0,05",0,"483,387","520,387",37
2024-01-03T16:00:00Z,0,"1142,411","0,04","0,357","0,211","0,05",0,"779,403","1142,305","362,902"
2024-01-03T16:15:00Z,0,"2629,035","7,722","0,386","1,986","0,05",0,"871,573","2638,357","1766,784"
2024-01-03T16:30:00Z,0,"748,555",0,"0,475","1,534","0,05",0,"712,614","749,614",37
2024-01-03T16:45:00Z,0,"1637,438",0,"0,299","12,614","0,05",0,"861,913","1649,752","787,839"
2024-01-03T17:00:00Z,0,"2015,132",0,"0,286","1,115","0,05",0,"677,178","2015,962","1338,784"
2024-01-03T17:15:00Z,0,"823,073","0,01","0,335","0,949","0,05",0,"786,696","823,696",37
2024-01-03T17:30:00Z,0,"2527,394",0,"0,45","16,582","0,05",0,"971,933","2543,526","1571,593"
2024-01-03T17:45:00Z,0,"1284,426",0,"0,333","12,367","0,05",0,"721,368","1296,459","575,091"
2024-01-03T18:00:00Z,0,"1043,62","0,009","0,245","2,534","0,05",0,"1008,919","1045,919",37
2024-01-03T18:15:00Z,0,"3713,435",0,"0,32","26,84","0,05",0,"1681,97","3739,955","2057,984"
2024-01-03T18:30:00Z,0,"837,974","0,007","0,076","0,036","0,05",0,"693,79","837,941","144,151"
2024-01-03T18:45:00Z,0,"716,842",0,0,0,"0,05",0,"679,842","716,842",37
2024-01-03T19:00:00Z,0,"2905,197",0,0,0,"0,0426741573033708",0,"781,538","2905,197","2123,659"
2024-01-03T19:15:00Z,0,"668,529",0,0,0,"0,04",0,"631,487","668,529","37,042"
