sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-01-06T23:15:00Z,0,"344,716",0,0,0,"0,04",0,"330,716","344,716",14
2024-01-06T23:30:00Z,0,"368,267",0,0,0,"0,04",0,"354,267","368,267",14
2024-01-06T23:45:00Z,0,"406,029",0,0,0,"0,04",0,"392,029","406,029",14
2024-01-07T00:00:00Z,0,"407,617",0,0,0,"0,04",0,"393,617","407,617",14
2024-01-07T00:15:00Z,0,"364,057",0,0,0,"0,04",0,"350,057","364,057",14
2024-01-07T00:30:00Z,0,"337,227",0,0,0,"0,04",0,"323,227","337,227",14
2024-01-07T00:45:00Z,0,"360,475",0,0,0,"0,04",0,"346,475","360,475",14
2024-01-07T01:00:00Z,0,"416,505",0,0,0,"0,04",0,"402,505","416,505",14
2024-01-07T01:15:00Z,0,"408,172",0,0,0,"0,04",0,"394,172","408,172",14
2024-01-07T01:30:00Z,0,"348,819",0,0,0,"0,04",0,"334,819","348,819",14
2024-01-07T01:45:00Z,0,"323,827",0,0,0,"0,04",0,"315,654","323,827","8,173"
2024-01-07T02:00:00Z,0,"370,346",0,0,0,"0,04",0,"362,346","370,346",8
2024-01-07T02:15:00Z,0,"2324,668",0,0,0,"0,04",0,"540,73","2324,668","1783,937"
2024-01-07T02:30:00Z,0,"1289,462",0,0,0,"0,04",0,"495,965","1289,462","793,497"
2024-01-07T02:45:00Z,0,"495,436",0,0,0,"0,04",0,"458,436","495,436",37
2024-01-07T03:00:00Z,0,"601,935",0,0,0,"0,04",0,"497,848","601,935","104,086"
2024-01-07T03:15:00Z,0,"2979,194",0,0,0,"0,04",0,"560,281","2979,194","2418,913"
2024-01-07T03:30:00Z,0,"1510,33",0,0,0,"0,04",0,"344,523","1510,33","1165,806"
2024-01-07T03:45:00Z,0,"473,274",0,0,0,"0,04",0,"436,274","473,274",37
2024-01-07T04:00:00Z,0,"2443,412",0,0,0,"0,04",0,"675,09","2443,412","1768,322"
2024-01-07T04:15:00Z,0,"2112,784",0,0,0,"0,04",0,"358,255","2112,784","1754,528"
2024-01-07T04:30:00Z,0,"1251,956",0,0,0,"0,04",0,"293,112","1251,956","958,844"
2024-01-07T04:45:00Z,0,"2217,405",0,0,0,"0,033162583518930956",0,"685,04","2217,405","1532,364"
2024-01-07T05:00:00Z,0,"2783,891",0,0,0,"0,03",0,"442,32","2783,891","2341,571"
2024-01-07T05:15:00Z,0,"5328,141",0,0,0,"0,03",0,"777,732","5328,141","4550,408"
2024-01-07T05:30:00Z,0,"2666,757",0,0,0,"0,03",0,"226,266","2666,757","2440,491"
2024-01-07T05:45:00Z,0,"1674,325",0,0,0,"0,03",0,"546,207","1674,325","1128,118"
2024-01-07T06:00:00Z,0,"3648,37",0,0,0,"0,03",0,"470,635","3648,37","3177,735"
2024-01-07T06:15:00Z,0,"618,277",0,0,0,"0,03",0,"422,991","618,277","195,286"
2024-01-07T06:30:00Z,0,"4038,242",0,0,0,"0,03",0,"816,044","4038,242","3222,197"
2024-01-07T06:45:00Z,0,"2289,536",0,0,0,"0,03",0,"396,178","2289,536","1893,357"
2024-01-07T07:00:00Z,0,"3151,903",0,0,0,"0,03",0,"598,046","3151,903","2553,857"
2024-01-07T07:15:00Z,0,"1029,984",0,0,0,"0,03",0,"427,327","1029,984","602,657"
2024-01-07T07:30:00Z,0,"2601,477",0,0,0,"0,03",0,"768,335","2601,477","1833,142"
2024-01-07T07:45:00Z,0,"3310,365",0,0,0,"0,03",0,"487,334","3310,365","2823,031"
2024-01-07T08:00:00Z,0,"2169,53",0,0,0,"0,03",0,"604,615","2169,53","1564,915"
2024-01-07T08:15:00Z,0,"3929,924",0,0,0,"0,03",0,"1666,997","3929,924","2262,926"
2024-01-07T08:30:00Z,0,"1189,097","13,413","0,011","0,343","0,03",0,"1094,069","1202,842","108,773"
2024-01-07T08:45:00Z,0,"754,786","65,179",0,"1,437","0,03",0,"782,123","821,403","39,28"
2024-01-07T09:00:00Z,0,"3618,199","68,424",0,"1,414","0,03",0,"1021,113","3688,037","2666,924"
2024-01-07T09:15:00Z,0,"822,233","100,944","0,002","1,13","0,03",0,"887,278","924,305","37,026"
2024-01-07T09:30:00Z,0,"1719,171","159,602","0,016","0,83","0,03",0,"1045,395","1879,588","834,193"
2024-01-07T09:45:00Z,0,"3240,038","357,543","0,143","0,462","0,03",0,"981,515","3597,899","2616,384"
2024-01-07T10:00:00Z,0,"926,189","395,334","0,129","0,493","0,03",0,"960,856","1321,887","361,031"
2024-01-07T10:15:00Z,0,"2576,508","350,517","0,092","0,521","0,03",0,"689,627","2927,454","2237,826"
2024-01-07T10:30:00Z,"3,831","369,023","485,553","13,522","0,231","0,03",0,"400,928","837,455","436,526"
2024-01-07T10:45:00Z,"4,251","78,358","471,337","9,457","0,153","0,03",0,"490,504","536,139","45,635"
2024-01-07T11:00:00Z,0,"3330,753","365,395","0,736","0,193","0,03",0,"646,356","3695,605","3049,248"
2024-01-07T11:15:00Z,0,"920,432","662,793","343,88","0,025","0,03271714922048998",0,"499,451","1239,369","739,917"
2024-01-07T11:30:00Z,"2,956","1468,411","484,637","113,422","0,204","0,048129175946547885",0,"973,6","1836,874","863,273"
2024-01-07T11:45:00Z,0,"2222,739","362,494","0,463","0,327","0,05",0,"659,366","2585,097","1925,731"
2024-01-07T12:00:00Z,"0,731","209,261","444,5","1,864","0,141","0,0400445434298441",0,"614,307","651,307",37
2024-01-07T12:15:00Z,0,"2517,176","336,973","1,113","0,285","0,04",0,"735,744","2853,322","2117,577"
2024-01-07T12:30:00Z,0,"3936,124","381,393","0,491","0,151","0,04",0,"1111,837","4317,177","3205,34"
2024-01-07T12:45:00Z,0,"5560,942","343,686","0,431","0,226","0,04",0,"2468,648","5904,423","3435,775"
2024-01-07T13:00:00Z,0,"2096,678","337,589","0,379","0,222","0,04",0,"632,661","2434,11","1801,448"
2024-01-07T13:15:00Z,0,"1419,812","419,849","0,299","0,273","0,04",0,538,"1839,636","1301,635"
2024-01-07T13:30:00Z,0,"2571,379","503,436","0,411","0,173","0,04",0,"677,867","3074,578","2396,711"
2024-01-07T13:45:00Z,0,"384,759","247,449","0,451","0,404","0,04",0,"595,161","632,161",37
2024-01-07T14:00:00Z,0,"2715,915","249,585","0,177","0,417","0,04",0,"722,859","2965,739","2242,879"
2024-01-07T14:15:00Z,0,"2526,133","240,757","0,181","0,436","0,04",0,"482,901","2767,145","2284,244"
2024-01-07T14:30:00Z,0,"2125,983","201,354","0,074","0,622","0,04",0,"835,163","2327,885","1492,722"
2024-01-07T14:45:00Z,0,"3720,133","179,216","0,087","0,582","0,04",0,"1453,219","3899,844","2446,624"
2024-01-07T15:00:00Z,0,"1356,034","144,201","0,015","0,83","0,04",0,"1464,05","1501,05",37
2024-01-07T15:15:00Z,0,"3879,155","74,68","0,013","1,111","0,04",0,"1323,827","3954,934","2631,106"
2024-01-07T15:30:00Z,0,"3196,646","16,919","0,036","0,49","0,04",0,"1011,224","3214,019","2202,795"
2024-01-07T15:45:00Z,0,"2954,985",0,0,0,"0,04",0,"1448,674","2954,985","1506,311"
2024-01-07T16:00:00Z,0,"3294,079",0,0,0,"0,04",0,"698,33","3294,079","2595,748"
2024-01-07T16:15:00Z,0,"956,697",0,0,0,"0,04",0,"883,599","956,697","73,097"
2024-01-07T16:30:00Z,0,"3260,542",0,0,0,"0,04",0,"1248,355","3260,542","2012,186"
2024-01-07T16:45:00Z,0,"3543,787",0,0,0,"0,04",0,"963,265","3543,787","2580,522"
2024-01-07T17:00:00Z,0,"2617,161",0,0,0,"0,04",0,"1098,057","2617,161","1519,104"
2024-01-07T17:15:00Z,0,"4002,75",0,0,0,"0,04",0,"1404,898","4002,75","2597,851"
2024-01-07T17:30:00Z,0,"1686,624",0,0,0,"0,04",0,"1174,588","1686,624","512,035"
2024-01-07T17:45:00Z,0,"2264,844",0,0,0,"0,04",0,"1227,715","2264,844","1037,128"
2024-01-07T18:00:00Z,0,"3692,881",0,0,0,"0,04",0,"510,6","3692,881","3182,28"
2024-01-07T18:15:00Z,0,"2522,649",0,0,0,"0,04",0,"444,062","2522,649","2078,586"
2024-01-07T18:30:00Z,0,"3182,794",0,0,0,"0,04",0,"610,25","3182,794","2572,544"
2024-01-07T18:45:00Z,0,"2008,572",0,0,0,"0,03293986636971046",0,"522,758","2008,572","1485,813"
2024-01-07T19:00:00Z,0,"1624,823",0,0,0,"0,03",0,"765,57","1624,823","859,253"
2024-01-07T19:15:00Z,0,"4140,133",0,0,0,"0,03",0,"825,041","4140,133","3315,091"
2024-01-07T19:30:00Z,0,"1530,065",0,0,0,"0,03",0,"541,305","1530,065","988,76"
2024-01-07T19:45:00Z,0,"3221,825",0,0,0,"0,03",0,"830,88","3221,825","2390,944"
2024-01-07T20:00:00Z,0,"3342,692",0,0,0,"0,03",0,"614,088","3342,692","2728,603"
2024-01-07T20:15:00Z,0,"2322,354",0,0,0,"0,03",0,"608,723","2322,354","1713,631"
2024-01-07T20:30:00Z,0,"3145,363",0,0,0,"0,03",0,"580,07","3145,363","2565,293"
2024-01-07T20:45:00Z,0,"1130,866",0,0,0,"0,03",0,"612,172","1130,866","518,693"
2024-01-07T21:00:00Z,0,"4563,191",0,0,0,"0,03",0,"762,684","4563,191","3800,506"
2024-01-07T21:15:00Z,0,"2037,21",0,0,0,"0,03",0,"371,966","2037,21","1665,244"
2024-01-07T21:30:00Z,0,"507,328",0,0,0,"0,03",0,"470,328","507,328",37
2024-01-07T21:45:00Z,0,"484,258",0,0,0,"0,03",0,"447,258","484,258",37
2024-01-07T22:00:00Z,0,"420,413",0,0,0,"0,03",0,"383,413","420,413",37
2024-01-07T22:15:00Z,0,"381,331",0,0,0,"0,03",0,"364,066","381,331","17,264"
2024-01-07T22:30:00Z,0,"442,041",0,0,0,"0,03",0,"428,041","442,041",14
2024-01-07T22:45:00Z,0,"439,128",0,0,0,"0,03",0,"425,128","439,128",14
2024-01-07T23:00:00Z,0,"381,242",0,0,0,"0,03",0,"367,242","381,242",14
