sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-01-30T23:15:00Z,0,"373,214",0,0,0,"0,04",0,"359,214","373,214",14
2024-01-30T23:30:00Z,0,"420,664",0,0,0,"0,04",0,"406,664","420,664",14
2024-01-30T23:45:00Z,0,"418,706",0,0,0,"0,03707482993197279",0,"404,706","418,706",14
2024-01-31T00:00:00Z,0,"370,822",0,0,0,"0,03",0,"356,822","370,822",14
2024-01-31T00:15:00Z,0,"346,991",0,0,0,"0,03",0,"332,991","346,991",14
2024-01-31T00:30:00Z,0,"399,081",0,0,0,"0,03",0,"386,116","399,081","12,964"
2024-01-31T00:45:00Z,0,"411,697",0,0,0,"0,03",0,"403,697","411,697",8
2024-01-31T01:00:00Z,0,"450,31",0,0,0,"0,03",0,"442,31","450,31",8
2024-01-31T01:15:00Z,0,"382,016",0,0,0,"0,03",0,"374,016","382,016",8
2024-01-31T01:30:00Z,0,"386,861",0,0,0,"0,03",0,"378,861","386,861",8
2024-01-31T01:45:00Z,0,"443,643",0,0,0,"0,03",0,"435,643","443,643",8
2024-01-31T02:00:00Z,0,"458,797",0,0,0,"0,03",0,"450,797","458,797",8
2024-01-31T02:15:00Z,0,"459,62",0,0,0,"0,03",0,"451,62","459,62",8
2024-01-31T02:30:00Z,0,"387,908",0,0,0,"0,03",0,"379,908","387,908",8
2024-01-31T02:45:00Z,0,"379,289",0,0,0,"0,03",0,"371,289","379,289",8
2024-01-31T03:00:00Z,0,"445,895",0,0,0,"0,03",0,"437,895","445,895",8
2024-01-31T03:15:00Z,0,"451,728",0,0,0,"0,03",0,"443,728","451,728",8
2024-01-31T03:30:00Z,0,"445,594",0,0,0,"0,03",0,"437,594","445,594",8
2024-01-31T03:45:00Z,0,"373,49",0,0,0,"0,030000000000000006",0,"365,49","373,49",8
2024-01-31T04:00:00Z,0,"379,222",0,0,0,"0,03",0,"371,222","379,222",8
2024-01-31T04:15:00Z,0,"450,199",0,0,0,"0,03",0,"442,199","450,199",8
2024-01-31T04:30:00Z,0,"458,999",0,0,0,"0,03",0,"450,999","458,999",8
2024-01-31T04:45:00Z,0,"1895,371",0,0,0,"0,03",0,"530,076","1895,371","1365,294"
2024-01-31T05:00:00Z,0,"883,983",0,0,0,"0,03",0,"328,441","883,983","555,542"
2024-01-31T05:15:00Z,0,4490,0,0,0,"0,03",0,"807,711",4490,"3682,288"
2024-01-31T05:30:00Z,0,"2685,126",0,0,0,"0,03",0,"452,413","2685,126","2232,713"
2024-01-31T05:45:00Z,0,"2030,126",0,0,0,"0,03",0,"699,026","2030,126","1331,1"
2024-01-31T06:00:00Z,0,"2211,024",0,0,0,"0,029999999999999995",0,"561,347","2211,024","1649,677"
2024-01-31T06:15:00Z,0,"784,157","0,631","74,186","1,7","0,030000000000000006",0,"550,096","712,302","162,205"
2024-01-31T06:30:00Z,0,"3959,357","0,007","499,999",0,"0,03587443946188341",0,"532,189","3459,366","2927,176"
2024-01-31T06:45:00Z,0,"1080,894","0,198","14,667","0,635","0,04293453724604966",0,"591,181","1067,061","475,879"
2024-01-31T07:00:00Z,0,"2565,559",0,0,0,"0,039999999999999994",0,"627,588","2565,559","1937,97"
2024-01-31T07:15:00Z,0,"1264,827",0,0,0,"0,039999999999999994",0,"427,731","1264,827","837,095"
2024-01-31T07:30:00Z,0,"985,522",0,0,0,"0,04",0,"664,99","985,522","320,531"
2024-01-31T07:45:00Z,0,"3711,595","40,595","0,029","0,359","0,04",0,"761,853","3752,52","2990,667"
2024-01-31T08:00:00Z,0,"1485,784","95,095","0,086","0,494","0,04",0,"531,659","1581,288","1049,628"
2024-01-31T08:15:00Z,0,"2567,486","124,273","0,16","0,352","0,04",0,"717,233","2691,952","1974,718"
2024-01-31T08:30:00Z,0,"579,302","143,377","0,2","0,322","0,04",0,"485,081","722,8","237,719"
2024-01-31T08:45:00Z,0,"396,206","155,469","0,265","0,256","0,039999999999999994",0,"512,446","551,666","39,219"
2024-01-31T09:00:00Z,0,"2607,939","183,73","0,415","0,142","0,04",0,"620,154","2791,398","2171,243"
2024-01-31T09:15:00Z,0,"462,792","167,279","0,234","0,297","0,04",0,"593,135","630,135",37
2024-01-31T09:30:00Z,0,"1618,219","170,752","0,349","0,196","0,04",0,"845,813","1788,818","943,004"
2024-01-31T09:45:00Z,0,"1646,554","183,546","0,418","0,182","0,039999999999999994",0,"448,728","1829,863","1381,135"
2024-01-31T10:00:00Z,0,"280,695","261,287","0,602","0,086","0,04",0,"504,466","541,466",37
2024-01-31T10:15:00Z,0,"2404,118","394,525","0,94","0,022","0,04",0,"661,643","2797,725","2136,082"
2024-01-31T10:30:00Z,0,"351,541","412,745","0,812","0,033","0,04",0,"601,629","763,507","161,878"
2024-01-31T10:45:00Z,0,"458,054","434,529","0,795","0,047","0,04",0,"617,31","891,836","274,526"
2024-01-31T11:00:00Z,"7,433","2043,798","535,318","18,674","0,008","0,04",0,"540,641","2553,018","2012,376"
2024-01-31T11:15:00Z,"13,805","9,39","632,689","72,525",0,"0,04",0,"518,748","555,748",37
2024-01-31T11:30:00Z,"7,856","1663,127","725,122","58,107",0,"0,04",0,"752,351","2322,285","1569,934"
2024-01-31T11:45:00Z,"13,847","505,307","734,576","28,503","0,012","0,04",0,"558,379","1197,545","639,165"
2024-01-31T12:00:00Z,"5,989","132,512","668,389","24,601","0,022","0,04",0,"733,333","770,333",37
2024-01-31T12:15:00Z,"1,844","2738,472","670,997","8,641","0,085","0,04",0,"1074,124","3399,069","2324,944"
2024-01-31T12:30:00Z,"10,956","106,899","666,784","106,19",0,"0,04",0,"619,537","656,537",37
2024-01-31T12:45:00Z,"5,96","682,297","616,793","39,53","0,023","0,04",0,"594,92","1253,623","658,702"
2024-01-31T13:00:00Z,0,"1810,905","555,292","1,807","0,027","0,04",0,"583,34","2364,418","1781,077"
2024-01-31T13:15:00Z,"2,01","83,276","579,503","2,975","0,026","0,04",0,"620,82","657,82",37
2024-01-31T13:30:00Z,"2,14","1732,911","570,002","7,131","0,05","0,04",0,"718,999","2293,691","1574,692"
2024-01-31T13:45:00Z,"0,081","926,198","520,816","1,701","0,013","0,04",0,"410,86","1445,244","1034,384"
2024-01-31T14:00:00Z,0,"184,304","364,321","1,126","0,026","0,04",0,"510,525","547,525",37
2024-01-31T14:15:00Z,0,"2644,05","298,64","0,982","0,03","0,04",0,"762,565","2941,739","2179,173"
2024-01-31T14:30:00Z,0,"401,71","279,35","1,001","0,034","0,04",0,"526,729","680,093","153,364"
2024-01-31T14:45:00Z,0,"578,154","262,79","0,87","0,016","0,04",0,"646,437","840,091","193,653"
2024-01-31T15:00:00Z,0,"2379,215","276,837","0,696","0,095","0,04",0,"499,993","2655,45","2155,457"
2024-01-31T15:15:00Z,0,"320,349","227,04","0,653","0,097","0,04",0,"509,834","546,834",37
2024-01-31T15:30:00Z,0,"2096,585","189,762","0,599","0,08","0,04",0,"823,946","2285,828","1461,881"
2024-01-31T15:45:00Z,0,"1174,155","139,08","0,453","0,104","0,04",0,"535,135","1312,887","777,751"
2024-01-31T16:00:00Z,0,"410,302","87,225","0,897","0,107","0,04",0,"459,737","496,737",37
2024-01-31T16:15:00Z,0,"2881,465","54,72","0,845","0,175","0,04",0,"615,34","2935,515","2320,175"
2024-01-31T16:30:00Z,0,"642,325","1,538","0,004","0,018","0,04",0,"486,033","643,878","157,844"
2024-01-31T16:45:00Z,0,"803,442",0,0,0,"0,04",0,"656,186","803,442","147,256"
2024-01-31T17:00:00Z,0,"2906,903",0,0,0,"0,04",0,"562,629","2906,903","2344,274"
2024-01-31T17:15:00Z,0,"689,763",0,0,0,"0,04",0,"652,763","689,763",37
2024-01-31T17:30:00Z,0,"2125,759",0,0,0,"0,04",0,"1266,334","2125,759","859,424"
