sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
2024-01-20T23:15:00Z,0,"329,437",0,0,0,"0,04",0,"315,437","329,437",14
2024-01-20T23:30:00Z,0,"373,593",0,0,0,"0,04",0,"359,593","373,593",14
2024-01-20T23:45:00Z,0,"420,054",0,0,0,"0,04",0,"406,054","420,054","13,999"
2024-01-21T00:00:00Z,0,"417,094",0,0,0,"0,04",0,"403,094","417,094",14
2024-01-21T00:15:00Z,0,"351,343",0,0,0,"0,04",0,"337,343","351,343",14
2024-01-21T00:30:00Z,0,"337,007",0,0,0,"0,04",0,"323,007","337,007","13,999"
2024-01-21T00:45:00Z,0,"394,79",0,0,0,"0,04",0,"380,79","394,79",14
2024-01-21T01:00:00Z,0,"412,759",0,0,0,"0,04",0,"399,429","412,759","13,33"
2024-01-21T01:15:00Z,0,"401,231",0,0,0,"0,04",0,"393,231","401,231",8
2024-01-21T01:30:00Z,0,"338,901",0,0,0,"0,04",0,"330,901","338,901",8
2024-01-21T01:45:00Z,0,"337,85",0,0,0,"0,04",0,"329,85","337,85",8
2024-01-21T02:00:00Z,0,"382,435",0,0,0,"0,04",0,"374,435","382,435",8
2024-01-21T02:15:00Z,0,"3479,872",0,0,0,"0,04",0,"629,652","3479,872","2850,22"
2024-01-21T02:30:00Z,0,"1250,534",0,0,0,"0,04",0,"360,85","1250,534","889,683"
2024-01-21T02:45:00Z,0,"404,26",0,0,0,"0,04",0,"367,26","404,26",37
2024-01-21T03:00:00Z,0,"1472,319",0,0,0,"0,04",0,"497,867","1472,319","974,452"
2024-01-21T03:15:00Z,0,"3461,553",0,0,0,"0,04",0,"520,412","3461,553","2941,141"
2024-01-21T03:30:00Z,0,"1974,332",0,0,0,"0,04",0,"435,999","1974,332","1538,333"
2024-01-21T03:45:00Z,0,"1953,147",0,0,0,"0,04",0,"449,519","1953,147","1503,627"
2024-01-21T04:00:00Z,0,"1894,914",0,0,0,"0,03221967963386728",0,"415,655","1894,914","1479,259"
2024-01-21T04:15:00Z,0,"1867,886",0,0,0,"0,03",0,"378,616","1867,886","1489,269"
2024-01-21T04:30:00Z,0,"1920,478",0,0,0,"0,03",0,"389,6","1920,478","1530,877"
2024-01-21T04:45:00Z,0,"3324,845",0,0,0,"0,03",0,"582,856","3324,845","2741,988"
2024-01-21T05:00:00Z,0,"2676,399",0,0,0,"0,03",0,"624,671","2676,399","2051,727"
2024-01-21T05:15:00Z,0,"5496,823",0,0,0,"0,03",0,"823,387","5496,823","4673,435"
2024-01-21T05:30:00Z,0,"2790,661",0,0,0,"0,03",0,"388,371","2790,661","2402,289"
2024-01-21T05:45:00Z,0,"2435,604",0,0,0,"0,03",0,"690,817","2435,604","1744,787"
2024-01-21T06:00:00Z,0,"3628,403",0,0,0,"0,03",0,"576,495","3628,403","3051,907"
2024-01-21T06:15:00Z,0,"3735,096",0,0,0,"0,03",0,"604,38","3735,096","3130,715"
2024-01-21T06:30:00Z,0,"3891,989",0,0,0,"0,03",0,"636,437","3891,989","3255,552"
2024-01-21T06:45:00Z,0,"440,324",0,0,0,"0,03",0,"323,012","440,324","117,312"
2024-01-21T07:00:00Z,0,"3986,375",0,0,0,"0,03",0,"828,54","3986,375","3157,835"
2024-01-21T07:15:00Z,0,"3279,4",0,0,0,"0,03",0,"660,362","3279,4","2619,037"
2024-01-21T07:30:00Z,0,"3312,468",0,0,0,"0,03",0,"639,978","3312,468","2672,49"
2024-01-21T07:45:00Z,0,"1376,82","1,857","0,017","0,039","0,03",0,"311,914","1378,699","1066,785"
2024-01-21T08:00:00Z,0,"2242,317","81,792","0,032","0,697","0,03",0,"711,055","2324,774","1613,718"
2024-01-21T08:15:00Z,0,"3322,252","157,675","0,181","0,336","0,030000000000000006",0,"1460,046","3480,083","2020,036"
2024-01-21T08:30:00Z,0,"732,089","237,691","0,253","0,35","0,03",0,"932,878","969,878",37
2024-01-21T08:45:00Z,0,"3270,291","273,752","0,418","0,217","0,03",0,"914,687","3543,842","2629,155"
2024-01-21T09:00:00Z,0,"1991,657","319,441","0,546","0,107","0,03",0,"726,604","2310,659","1584,055"
2024-01-21T09:15:00Z,0,"697,092","300,329","0,436","0,209","0,03",0,"899,214","997,195","97,981"
2024-01-21T09:30:00Z,0,"3206,154","315,38","0,505","0,142","0,03",0,"877,647","3521,171","2643,523"
2024-01-21T09:45:00Z,0,"492,114","518,888","0,818","0,05","0,029999999999999995",0,"973,234","1010,234",37
2024-01-21T10:00:00Z,0,"1371,886","753,417","1,245","0,004","0,03",0,"1127,702","2124,062","996,359"
2024-01-21T10:15:00Z,"5,266","1874,852","825,943","13,133","0,007","0,03",0,"881,048","2682,402","1801,353"
2024-01-21T10:30:00Z,0,"2106,061","563,054","0,886","0,039","0,03",0,"537,238","2668,267","2131,029"
2024-01-21T10:45:00Z,"3,619","2428,579","523,173","433,33","0,004","0,03678657074340527",0,"553,373","2514,807","1961,434"
2024-01-21T11:00:00Z,"5,768","742,963","674,465","45,898","0,002","0,05",0,"501,141","1365,764","864,623"
