,measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh),Wärmepumpe (Wh)
0,2024-03-25T23:15:00Z,0.0,1189.11,0.0,0.0,0.0,0.05,0.0,135.8,1189.11,1053.309
1,2024-03-25T23:30:00Z,0.0,1167.424,0.0,0.0,0.0,0.05,0.0,123.89,1167.424,1043.534
2,2024-03-25T23:45:00Z,0.0,1141.256,0.0,0.0,0.0,0.05,0.0,140.533,1141.256,1000.723
3,2024-03-26T00:00:00Z,0.0,1086.983,0.0,0.0,0.0,0.05,0.0,126.402,1086.983,960.58
4,2024-03-26T00:15:00Z,0.0,1031.405,0.0,0.0,0.0,0.05,0.0,125.792,1031.405,905.612
5,2024-03-26T00:30:00Z,0.0,977.266,0.0,0.0,0.0,0.05,0.0,153.362,977.266,823.904
6,2024-03-26T00:45:00Z,0.0,862.554,0.0,0.0,0.0,0.05,0.0,111.96,862.554,750.593
7,2024-03-26T01:00:00Z,0.0,802.919,0.0,0.0,0.0,0.05,0.0,142.458,802.919,660.461
8,2024-03-26T01:15:00Z,0.0,863.584,0.0,0.0,0.0,0.05,0.0,137.09,863.584,726.494
9,2024-03-26T01:30:00Z,0.0,841.95,0.0,0.0,0.0,0.05,0.0,111.564,841.95,730.386
10,2024-03-26T01:45:00Z,0.0,876.615,0.0,0.0,0.0,0.05,0.0,142.681,876.615,733.934
11,2024-03-26T02:00:00Z,0.0,591.713,0.0,0.0,0.0,0.05,0.0,128.261,591.713,463.452
12,2024-03-26T02:15:00Z,0.0,171.326,0.0,0.0,0.0,0.05,0.0,131.552,171.326,39.773
13,2024-03-26T02:30:00Z,0.0,542.552,0.0,0.0,0.0,0.05,0.0,503.218,542.552,39.334
14,2024-03-26T02:45:00Z,0.0,181.685,0.0,0.0,0.0,0.05,0.0,141.834,181.685,39.851
15,2024-03-26T03:00:00Z,0.0,168.063,0.0,0.0,0.0,0.0441806020066889,0.0,127.993,168.063,40.069
16,2024-03-26T03:15:00Z,0.0,153.145,0.0,0.0,0.0,0.04,0.0,112.991,153.145,40.154
17,2024-03-26T03:30:00Z,0.0,208.67,0.0,0.0,0.0,0.04,0.0,168.621,208.67,40.048
18,2024-03-26T03:45:00Z,0.0,153.268,0.0,0.0,0.0,0.04,0.0,112.84,153.268,40.428
19,2024-03-26T04:00:00Z,0.0,161.613,0.0,0.0,0.0,0.04,0.0,121.183,161.613,40.43
20,2024-03-26T04:15:00Z,0.0,194.359,0.0,0.0,0.0,0.04,0.0,154.059,194.359,40.3
21,2024-03-26T04:30:00Z,0.0,155.547,0.0,0.0,0.0,0.04,0.0,111.123,155.547,44.424
22,2024-03-26T04:45:00Z,0.0,905.789,0.0,0.0,0.0,0.04,0.0,131.936,905.789,773.853
23,2024-03-26T05:00:00Z,0.0,913.002,0.0,0.0,0.0,0.04,0.0,141.409,913.002,771.592
24,2024-03-26T05:15:00Z,0.0,1485.033,0.0,0.0,0.0,0.04,0.0,124.445,1485.033,1360.587
25,2024-03-26T05:30:00Z,0.0,1875.255,0.235,143.739,4.709,0.046081081081081,0.0,126.44,1736.46,1610.02
26,2024-03-26T05:45:00Z,0.0,1819.914,57.107,18.575,8.43,0.0498653198653198,0.0,159.731,1866.877,1707.145
27,2024-03-26T06:00:00Z,0.0,1800.846,128.021,18.387,8.724,0.0497959183673469,0.0,150.834,1919.204,1768.37
28,2024-03-26T06:15:00Z,0.0,1193.936,224.951,0.0,8.979,0.05,0.0,343.387,1427.868,1084.48
29,2024-03-26T06:30:00Z,0.0,736.464,437.077,17.989,9.067,0.0498322147651006,0.0,217.143,1164.618,947.475
30,2024-03-26T06:45:00Z,0.0,607.96,553.653,35.894,8.829,0.0497952218430034,0.0,232.171,1134.548,902.377
31,2024-03-26T07:00:00Z,3.801,309.202,598.01,15.14,8.845,0.05,0.0,157.562,897.115,739.553
32,2024-03-26T07:15:00Z,0.0,296.348,720.347,0.0,9.1,0.05,0.0,270.699,1025.796,755.097
33,2024-03-26T07:30:00Z,0.0,102.369,774.443,0.0,9.664,0.05,0.0,159.32,886.477,727.156
34,2024-03-26T07:45:00Z,0.0,94.883,820.764,17.738,9.724,0.0498657718120805,0.0,174.403,907.634,733.231
35,2024-03-26T08:00:00Z,0.0,1379.662,843.391,16.952,9.568,0.0497959183673469,0.0,1477.7,2215.669,737.968
36,2024-03-26T08:15:00Z,3.867,625.216,1070.506,89.081,4.577,0.05,0.0,864.951,1607.351,742.399
37,2024-03-26T08:30:00Z,16.402,264.911,1251.489,245.034,1.603,0.05,0.0,511.443,1256.568,745.124
38,2024-03-26T08:45:00Z,28.784,27.061,1536.069,890.845,0.093,0.0620805369127516,0.0,221.837,643.594,421.756
39,2024-03-26T09:00:00Z,28.892,35.455,1665.451,1415.257,0.0,0.0927424749163879,0.0,216.199,256.756,40.557
40,2024-03-26T09:15:00Z,16.664,51.566,1337.04,327.305,646.06,0.1098657718120805,0.0,1649.861,1690.696,40.835
41,2024-03-26T09:30:00Z,38.134,15.161,1001.939,582.658,252.143,0.1023076923076923,0.0,611.375,648.451,37.075
42,2024-03-26T09:45:00Z,9.832,19.705,869.233,592.609,0.619,0.1164646464646464,0.0,251.365,287.116,35.751
43,2024-03-26T10:00:00Z,3.189,0.899,988.187,710.505,0.0,0.1320401337792642,0.0,239.598,275.391,35.793
44,2024-03-26T10:15:00Z,6.002,1.101,1305.19,1121.327,0.0,0.1535785953177257,0.0,143.157,178.961,35.803
45,2024-03-26T10:30:00Z,3.579,6.813,1459.869,1235.05,0.0,0.1851178451178451,0.0,192.183,228.053,35.869
46,2024-03-26T10:45:00Z,3.299,0.905,1115.938,907.755,0.0,0.2087248322147651,0.0,169.935,205.789,35.853
47,2024-03-26T11:00:00Z,4.887,1.589,1564.907,1374.453,0.0,0.2355369127516778,0.0,147.994,187.155,39.161
48,2024-03-26T11:15:00Z,11.34,4.916,1982.134,1779.479,0.0,0.2729194630872483,0.0,155.764,196.229,40.464
49,2024-03-26T11:30:00Z,26.316,26.252,2539.673,2355.193,0.0,0.3253846153846154,0.0,144.049,184.415,40.365
50,2024-03-26T11:45:00Z,4.026,9.504,2009.758,1842.412,0.0,0.3759395973154362,0.0,132.534,172.823,40.289
51,2024-03-26T12:00:00Z,0.56,3.897,1693.613,1532.0,0.0,0.402361111111111,0.0,124.714,164.95,40.236
52,2024-03-26T12:15:00Z,2.493,3.733,1417.125,1220.101,0.0,0.4418079096045198,0.0,157.86,198.263,40.403
53,2024-03-26T12:30:00Z,9.158,1.357,2257.061,2083.681,0.0,0.4898882681564246,0.0,125.112,165.578,40.466
54,2024-03-26T12:45:00Z,9.405,8.59,2448.02,2233.537,0.0,0.5350689655172414,0.0,173.151,213.668,40.516
55,2024-03-26T13:00:00Z,6.023,4.712,2491.378,2317.88,0.0,0.5907876712328767,0.0,132.013,172.186,40.172
56,2024-03-26T13:15:00Z,7.221,9.582,2679.454,2521.333,0.0,0.6523469387755102,0.0,123.077,160.482,37.404
57,2024-03-26T13:30:00Z,5.252,6.368,2164.056,1949.254,0.0,0.7050501672240803,0.0,178.452,215.918,37.465
58,2024-03-26T13:45:00Z,1.367,4.609,1923.88,1766.273,0.0,0.7495333333333334,0.0,123.367,160.848,37.48
59,2024-03-26T14:00:00Z,3.056,3.238,1768.757,1585.413,0.0,0.7904333333333334,0.0,146.026,183.527,37.5
60,2024-03-26T14:15:00Z,3.785,19.615,1742.581,911.598,0.0,0.8254515050167224,0.0,163.299,846.813,683.513
61,2024-03-26T14:30:00Z,1.456,2.975,1521.252,58.503,15.554,0.8372448979591836,0.0,130.501,1479.823,1349.321
62,2024-03-26T14:45:00Z,3.529,4.599,1465.238,4.093,99.674,0.8326510067114095,0.0,173.933,1561.89,1387.956
63,2024-03-26T15:00:00Z,1.256,3.829,1336.673,0.0,266.249,0.8300000000000001,0.0,141.669,1605.495,1463.826
64,2024-03-26T15:15:00Z,47.308,4081.643,1074.63,0.0,4511.525,0.784040404040404,8225.721,572.509,9620.49,822.259
65,2024-03-26T15:30:00Z,0.0,4284.618,874.976,0.0,5396.635,0.6559866220735786,10200.757,319.137,10556.229,36.334
66,2024-03-26T15:45:00Z,0.0,4321.554,771.881,0.0,5377.684,0.5250335570469798,10223.372,211.421,10471.12,36.326
67,2024-03-26T16:00:00Z,0.0,4604.112,589.465,0.0,5363.317,0.3921404682274247,10231.849,288.656,10556.895,36.39
68,2024-03-26T16:15:00Z,0.0,4648.496,549.824,0.0,5316.865,0.2595973154362416,10220.251,258.451,10515.186,36.483
69,2024-03-26T16:30:00Z,30.243,1600.309,676.785,0.0,4572.23,0.131505016722408,6586.889,195.681,6819.082,36.511
70,2024-03-26T16:45:00Z,35.789,10.836,833.664,263.08,729.688,0.0679933110367893,1175.116,63.186,1275.319,37.017
71,2024-03-26T17:00:00Z,1.106,3.282,548.42,344.058,0.0,0.0725255972696245,0.0,166.791,206.538,39.746
72,2024-03-26T17:15:00Z,0.772,2.09,300.325,139.614,0.0,0.08,0.0,122.287,162.029,39.741
73,2024-03-26T17:30:00Z,0.281,1.903,146.07,12.26,26.593,0.08,0.0,122.309,162.024,39.715
74,2024-03-26T17:45:00Z,1.017,6.099,38.016,0.0,161.067,0.08,0.0,164.286,204.165,39.879
75,2024-03-26T18:00:00Z,0.207,0.994,0.0,0.0,204.429,0.0705369127516778,0.0,165.099,205.216,40.117
76,2024-03-26T18:15:00Z,0.35,2.049,0.0,0.0,228.097,0.0693265993265993,0.0,189.694,229.795,40.101
77,2024-03-26T18:30:00Z,1.179,0.892,0.0,0.0,248.06,0.06,0.0,207.025,247.773,40.747
78,2024-03-26T18:45:00Z,0.195,41.675,0.0,0.0,150.835,0.0574161073825503,0.0,147.363,192.315,44.951
79,2024-03-26T19:00:00Z,0.0,186.91,0.0,0.0,0.0,0.05,0.0,140.585,186.91,46.325
80,2024-03-26T19:15:00Z,0.0,185.233,0.0,0.0,0.0,0.05,0.0,139.622,185.233,45.611
81,2024-03-26T19:30:00Z,0.0,547.38,0.0,0.0,0.0,0.05,0.0,118.629,547.38,428.751
82,2024-03-26T19:45:00Z,0.0,805.373,0.0,0.0,0.0,0.05,0.0,143.158,805.373,662.215
83,2024-03-26T20:00:00Z,0.0,817.59,0.0,0.0,0.0,0.05,0.0,138.908,817.59,678.681
84,2024-03-26T20:15:00Z,0.0,807.079,0.0,0.0,0.0,0.05,0.0,115.024,807.079,692.054
85,2024-03-26T20:30:00Z,0.0,856.49,0.0,0.0,0.0,0.05,0.0,155.635,856.49,700.854
86,2024-03-26T20:45:00Z,0.0,835.327,0.0,0.0,0.0,0.05,0.0,128.04,835.327,707.286
87,2024-03-26T21:00:00Z,0.0,825.909,0.0,0.0,0.0,0.05,0.0,113.029,825.909,712.879
88,2024-03-26T21:15:00Z,0.0,887.093,0.0,0.0,0.0,0.05,0.0,169.201,887.093,717.892
89,2024-03-26T21:30:00Z,0.0,835.067,0.0,0.0,0.0,0.05,0.0,112.218,835.067,722.848
90,2024-03-26T21:45:00Z,0.0,846.777,0.0,0.0,0.0,0.05,0.0,119.645,846.777,727.131
91,2024-03-26T22:00:00Z,0.0,893.478,0.0,0.0,0.0,0.05,0.0,162.43,893.478,731.047
92,2024-03-26T22:15:00Z,0.0,219.111,0.0,0.0,0.0,0.05,0.0,113.177,219.111,105.933
93,2024-03-26T22:30:00Z,0.0,194.334,0.0,0.0,0.0,0.05,0.0,148.041,194.334,46.292
94,2024-03-26T22:45:00Z,0.0,183.431,0.0,0.0,0.0,0.05,0.0,137.014,183.431,46.416
95,2024-03-26T23:00:00Z,0.0,164.405,0.0,0.0,0.0,0.05,0.0,120.468,164.405,43.936
96,2024-03-26T23:15:00Z,0.0,567.44,0.0,0.0,0.0,0.05,0.0,525.388,567.44,42.051
97,2024-03-26T23:30:00Z,0.0,480.685,0.0,0.0,0.0,0.05,0.0,438.592,480.685,42.093
98,2024-03-26T23:45:00Z,0.0,194.617,0.0,0.0,0.0,0.05,0.0,152.593,194.617,42.024
99,2024-03-27T00:00:00Z,0.0,192.046,0.0,0.0,0.0,0.05,0.0,149.947,192.046,42.099
100,2024-03-27T00:15:00Z,0.0,167.997,0.0,0.0,0.0,0.05,0.0,125.792,167.997,42.204
101,2024-03-27T00:30:00Z,0.0,179.312,0.0,0.0,0.0,0.05,0.0,137.108,179.312,42.203
102,2024-03-27T00:45:00Z,0.0,188.931,0.0,0.0,0.0,0.05,0.0,146.693,188.931,42.237
103,2024-03-27T01:00:00Z,0.0,510.824,0.0,0.0,0.0,0.05,0.0,136.491,510.824,374.332
104,2024-03-27T01:15:00Z,0.0,785.77,0.0,0.0,0.0,0.05,0.0,114.253,785.77,671.517
105,2024-03-27T01:30:00Z,0.0,834.464,0.0,0.0,0.0,0.05,0.0,145.215,834.464,689.248
106,2024-03-27T01:45:00Z,0.0,834.511,0.0,0.0,0.0,0.05,0.0,133.686,834.511,700.824
107,2024-03-27T02:00:00Z,0.0,822.902,0.0,0.0,0.0,0.05,0.0,112.983,822.902,709.919
108,2024-03-27T02:15:00Z,0.0,879.453,0.0,0.0,0.0,0.05,0.0,163.15,879.453,716.302
109,2024-03-27T02:30:00Z,0.0,837.224,0.0,0.0,0.0,0.05,0.0,116.182,837.224,721.041
110,2024-03-27T02:45:00Z,0.0,844.083,0.0,0.0,0.0,0.05,0.0,119.228,844.083,724.854
111,2024-03-27T03:00:00Z,0.0,1019.464,0.0,0.0,0.0,0.0438095238095238,0.0,159.975,1019.464,859.488
112,2024-03-27T03:15:00Z,0.0,1533.032,0.0,0.0,0.0,0.04,0.0,115.36,1533.032,1417.672
113,2024-03-27T03:30:00Z,0.0,1680.502,0.0,0.0,0.0,0.04,0.0,153.925,1680.502,1526.576
114,2024-03-27T03:45:00Z,0.0,1739.719,0.0,0.0,0.0,0.04,0.0,135.867,1739.719,1603.851
115,2024-03-27T04:00:00Z,0.0,591.363,0.0,0.0,0.0,0.04,0.0,110.593,591.363,480.77
116,2024-03-27T04:15:00Z,0.0,210.627,0.0,0.0,0.0,0.04,0.0,168.412,210.627,42.215
117,2024-03-27T04:30:00Z,0.0,165.134,0.0,0.0,0.0,0.04,0.0,118.966,165.134,46.167
118,2024-03-27T04:45:00Z,0.0,175.617,0.0,0.0,0.0,0.04,0.0,129.338,175.617,46.278
119,2024-03-27T05:00:00Z,0.0,201.173,0.0,0.0,0.0,0.04,0.0,154.923,201.173,46.249
120,2024-03-27T05:15:00Z,0.0,161.142,0.0,0.0,0.0,0.04,0.0,114.574,161.142,46.567
121,2024-03-27T05:30:00Z,0.0,389.282,0.0,140.693,2.983,0.0440333333333333,0.0,149.583,251.572,101.989
122,2024-03-27T05:45:00Z,0.0,817.59,32.864,18.023,8.213,0.049864406779661,0.0,151.534,840.644,689.11
123,2024-03-27T06:00:00Z,0.0,737.092,91.784,0.0,8.356,0.05,0.0,138.293,837.234,698.941
124,2024-03-27T06:15:00Z,0.0,983.088,106.081,17.668,8.756,0.0497972972972973,0.0,367.748,1080.257,712.509
125,2024-03-27T06:30:00Z,0.0,846.528,47.257,17.314,8.765,0.0497993311036789,0.0,164.651,885.237,720.585
126,2024-03-27T06:45:00Z,0.0,876.424,34.978,15.35,8.833,0.0499,0.0,177.436,904.885,727.449
127,2024-03-27T07:00:00Z,0.0,890.347,61.795,17.92,8.823,0.0499,0.0,218.352,943.046,724.694
128,2024-03-27T07:15:00Z,5.656,513.673,360.32,45.932,7.013,0.05,0.0,257.033,829.418,572.384
129,2024-03-27T07:30:00Z,2.756,15.348,398.125,205.598,0.0,0.05,0.0,158.893,205.119,46.225
130,2024-03-27T07:45:00Z,5.886,22.168,542.716,348.4,0.056,0.0545333333333333,0.0,164.371,210.655,46.283
131,2024-03-27T08:00:00Z,7.357,23.933,543.872,322.188,0.047,0.0615151515151515,0.0,192.02,238.308,46.287
132,2024-03-27T08:15:00Z,1.825,5.595,702.561,527.604,0.0,0.0734121621621621,0.0,132.34,178.726,46.385
133,2024-03-27T08:30:00Z,16.924,18.729,653.936,439.414,7.488,0.084314381270903,0.0,177.57,223.815,46.244
134,2024-03-27T08:45:00Z,18.103,9.257,739.735,542.323,7.013,0.0954882154882154,0.0,153.209,195.579,42.369
135,2024-03-27T09:00:00Z,18.427,17.782,725.099,545.875,5.329,0.1084175084175084,0.0,141.47,183.908,42.437
136,2024-03-27T09:15:00Z,21.57,13.042,1107.33,860.683,3.453,0.1261,0.0,199.052,241.572,42.519
137,2024-03-27T09:30:00Z,0.291,4.734,850.983,692.13,0.0,0.145886287625418,0.0,124.143,163.296,39.152
138,2024-03-27T09:45:00Z,6.121,1.456,995.796,824.613,0.0,0.1627457627118644,0.0,128.433,166.518,38.084
139,2024-03-27T10:00:00Z,5.094,2.626,1366.921,1152.159,0.0,0.1876610169491525,0.0,174.236,212.293,38.056
140,2024-03-27T10:15:00Z,1.211,5.769,941.273,783.101,0.0,0.2131649831649831,0.0,124.508,162.73,38.222
141,2024-03-27T10:30:00Z,4.308,2.967,857.267,672.06,0.0,0.2288255033557046,0.0,145.606,183.865,38.258
142,2024-03-27T10:45:00Z,5.34,3.968,802.153,602.429,0.0,0.244731543624161,0.0,160.052,198.351,38.298
143,2024-03-27T11:00:00Z,7.078,17.323,616.693,262.016,185.353,0.2570333333333334,0.0,130.382,550.275,419.892
144,2024-03-27T11:15:00Z,7.996,4.947,1032.113,235.191,34.275,0.2530536912751677,0.0,153.682,828.148,674.465
145,2024-03-27T11:30:00Z,4.463,7.334,1483.071,627.296,0.0,0.2669333333333333,0.0,159.939,858.645,698.705
146,2024-03-27T11:45:00Z,4.95,7.917,940.662,184.598,103.849,0.2789297658862876,0.0,145.656,862.88,717.223
147,2024-03-27T12:00:00Z,3.08,15.374,688.276,0.0,450.828,0.2741610738255033,0.0,147.597,1151.399,1003.801
148,2024-03-27T12:15:00Z,3.267,4.453,589.863,0.0,979.81,0.2523986486486487,0.0,153.313,1570.86,1417.547
149,2024-03-27T12:30:00Z,1.682,4.871,572.959,0.0,1085.244,0.2290268456375838,0.0,155.626,1661.393,1505.767
150,2024-03-27T12:45:00Z,4.162,6.63,436.09,0.0,1291.056,0.1987,0.0,160.921,1729.615,1568.693
151,2024-03-27T13:00:00Z,17.378,5.196,421.127,62.833,198.956,0.18,0.0,160.131,545.068,384.936
152,2024-03-27T13:15:00Z,5.271,0.464,413.341,233.775,0.0,0.1805685618729096,0.0,132.065,174.758,42.693
153,2024-03-27T13:30:00Z,7.632,2.546,1159.243,954.976,0.0,0.1968666666666667,0.0,156.449,199.18,42.731
154,2024-03-27T13:45:00Z,1.103,7.381,826.425,647.946,0.0,0.218080808080808,0.0,144.123,184.758,40.634
155,2024-03-27T14:00:00Z,1.658,1.263,514.002,351.157,0.0,0.23,0.0,121.887,162.451,40.563
156,2024-03-27T14:15:00Z,15.128,5.723,395.258,186.385,9.983,0.2381208053691275,0.0,168.929,209.45,40.52
157,2024-03-27T14:30:00Z,2.198,0.974,359.083,185.541,0.0,0.24,0.0,130.51,172.317,41.807
158,2024-03-27T14:45:00Z,4.399,1.374,699.681,533.604,0.0,0.2488590604026845,0.0,121.247,163.052,41.804
159,2024-03-27T15:00:00Z,2.812,3.743,713.082,496.912,0.0,0.2634459459459459,0.0,176.228,217.101,40.873
160,2024-03-27T15:15:00Z,4.737,0.315,886.956,715.137,0.0,0.2761073825503355,0.0,125.794,167.397,41.602
161,2024-03-27T15:30:00Z,1.396,4.47,1040.874,862.75,0.0,0.2972635135135135,0.0,138.36,181.197,42.837
162,2024-03-27T15:45:00Z,1.07,4.066,459.346,251.505,0.0,0.31,0.0,167.997,210.836,42.839
163,2024-03-27T16:00:00Z,0.656,0.985,221.715,53.567,0.0,0.31,0.0,125.544,168.476,42.931
164,2024-03-27T16:15:00Z,1.742,2.147,282.419,78.2,0.044,0.3158843537414966,0.0,161.741,204.667,42.925
165,2024-03-27T16:30:00Z,4.117,17.64,207.42,9.885,317.989,0.3153872053872054,0.0,148.452,529.048,380.596
166,2024-03-27T16:45:00Z,0.679,3.011,81.725,0.0,749.254,0.2990847457627119,0.0,154.812,833.312,678.499
167,2024-03-27T17:00:00Z,0.75,4.413,19.382,0.0,860.24,0.2783666666666667,0.0,182.779,883.285,700.506
168,2024-03-27T17:15:00Z,1.175,0.959,11.939,0.0,843.1,0.2576254180602007,0.0,141.994,854.824,712.83
169,2024-03-27T17:30:00Z,0.759,1.622,0.0,0.0,881.547,0.2369594594594594,0.0,166.996,882.41,715.413
170,2024-03-27T17:45:00Z,1.255,1.604,0.0,0.0,908.881,0.2153898305084745,0.0,190.427,909.23,718.802
171,2024-03-27T18:00:00Z,0.497,1.391,0.0,0.0,883.555,0.1935016835016835,0.0,161.906,884.449,722.542
172,2024-03-27T18:15:00Z,0.834,0.824,0.0,0.0,912.913,0.171638795986622,0.0,185.878,912.903,727.024
173,2024-03-27T18:30:00Z,22.559,2584.017,0.0,0.0,2904.192,0.1372508591065292,4743.072,304.676,5465.651,417.901
174,2024-03-27T18:45:00Z,0.0,9345.716,0.0,0.0,1284.217,0.055819397993311,10273.503,308.272,10629.934,48.158
175,2024-03-27T19:00:00Z,0.0,10621.127,0.0,0.0,0.0,0.05,10311.069,262.365,10621.127,47.692
176,2024-03-27T19:15:00Z,0.0,10636.517,0.0,0.0,0.0,0.05,10301.329,287.111,10636.517,48.076
177,2024-03-27T19:30:00Z,0.0,10574.623,0.0,0.0,0.0,0.05,10271.138,255.512,10574.623,47.972
178,2024-03-27T19:45:00Z,0.0,10183.597,0.0,0.0,0.0,0.05,9883.603,251.824,10183.597,48.169
179,2024-03-27T20:00:00Z,0.0,4210.184,0.0,0.0,0.0,0.05,4057.496,104.413,4210.184,48.274
180,2024-03-27T20:15:00Z,0.0,928.043,0.0,0.0,0.0,0.05,788.167,86.63,928.043,53.245
181,2024-03-27T20:30:00Z,0.0,1425.591,0.0,0.0,0.0,0.05,0.0,733.167,1425.591,692.424
182,2024-03-27T20:45:00Z,0.0,1034.157,0.0,0.0,0.0,0.05,0.0,181.615,1034.157,852.541
183,2024-03-27T21:00:00Z,0.0,1646.546,0.0,0.0,0.0,0.05,0.0,215.688,1646.546,1430.858
184,2024-03-27T21:15:00Z,0.0,1684.048,0.0,0.0,0.0,0.05,0.0,166.84,1684.048,1517.207
185,2024-03-27T21:30:00Z,0.0,1526.969,0.0,0.0,0.0,0.05,0.0,172.474,1526.969,1354.494
186,2024-03-27T21:45:00Z,0.0,1759.084,0.0,0.0,0.0,0.05,0.0,154.318,1759.084,1604.766
187,2024-03-27T22:00:00Z,0.0,1005.508,0.0,0.0,0.0,0.05,0.0,119.367,1005.508,886.141
188,2024-03-27T22:15:00Z,0.0,878.697,0.0,0.0,0.0,0.05,0.0,163.164,878.697,715.533
189,2024-03-27T22:30:00Z,0.0,832.696,0.0,0.0,0.0,0.05,0.0,111.947,832.696,720.749
190,2024-03-27T22:45:00Z,0.0,861.798,0.0,0.0,0.0,0.05,0.0,135.419,861.798,726.379
191,2024-03-27T23:00:00Z,0.0,874.298,0.0,0.0,0.0,0.05,0.0,146.139,874.298,728.158
192,2024-03-27T23:15:00Z,0.0,864.68,0.0,0.0,0.0,0.05,0.0,134.446,864.68,730.233
193,2024-03-27T23:30:00Z,0.0,875.943,0.0,0.0,0.0,0.05,0.0,142.191,875.943,733.751
194,2024-03-27T23:45:00Z,0.0,861.855,0.0,0.0,0.0,0.05,0.0,124.699,861.855,737.156
195,2024-03-28T00:00:00Z,0.0,420.65,0.0,0.0,0.0,0.05,0.0,135.445,420.65,285.204
196,2024-03-28T00:15:00Z,0.0,184.122,0.0,0.0,0.0,0.05,0.0,142.92,184.122,41.202
197,2024-03-28T00:30:00Z,0.0,162.671,0.0,0.0,0.0,0.05,0.0,122.861,162.671,39.81
198,2024-03-28T00:45:00Z,0.0,160.733,0.0,0.0,0.0,0.05,0.0,120.529,160.733,40.203
199,2024-03-28T01:00:00Z,0.0,182.932,0.0,0.0,0.0,0.05,0.0,142.696,182.932,40.236
200,2024-03-28T01:15:00Z,0.0,183.599,0.0,0.0,0.0,0.05,0.0,143.437,183.599,40.161
201,2024-03-28T01:30:00Z,0.0,149.89,0.0,0.0,0.0,0.05,0.0,109.792,149.89,40.097
202,2024-03-28T01:45:00Z,0.0,191.496,0.0,0.0,0.0,0.05,0.0,151.266,191.496,40.229
203,2024-03-28T02:00:00Z,0.0,164.588,0.0,0.0,0.0,0.05,0.0,124.351,164.588,40.237
204,2024-03-28T02:15:00Z,0.0,160.823,0.0,0.0,0.0,0.05,0.0,121.056,160.823,39.767
205,2024-03-28T02:30:00Z,0.0,193.691,0.0,0.0,0.0,0.05,0.0,153.449,193.691,40.241
206,2024-03-28T02:45:00Z,0.0,150.0,0.0,0.0,0.0,0.0400333333333333,0.0,109.771,150.0,40.229
207,2024-03-28T03:00:00Z,0.0,370.148,0.0,0.0,0.0,0.04,0.0,144.368,370.148,225.78
208,2024-03-28T03:15:00Z,0.0,841.783,0.0,0.0,0.0,0.04,0.0,130.544,841.783,711.238
209,2024-03-28T03:30:00Z,0.0,808.735,0.0,0.0,0.0,0.04,0.0,112.846,808.735,695.888
210,2024-03-28T03:45:00Z,0.0,878.968,0.0,0.0,0.0,0.04,0.0,168.95,878.968,710.017
211,2024-03-28T04:00:00Z,0.0,826.712,0.0,0.0,0.0,0.04,0.0,112.078,826.712,714.633
212,2024-03-28T04:15:00Z,0.0,842.48,0.0,0.0,0.0,0.04,0.0,122.995,842.48,719.484
213,2024-03-28T04:30:00Z,0.0,884.164,0.0,0.0,0.0,0.04,0.0,157.361,884.164,726.803
214,2024-03-28T04:45:00Z,0.0,842.462,0.0,0.0,0.0,0.04,0.0,111.723,842.462,730.738
215,2024-03-28T05:00:00Z,0.0,872.798,0.0,0.0,0.0,0.04,0.0,135.716,872.798,737.082
216,2024-03-28T05:15:00Z,0.0,1043.138,0.0,152.553,0.0,0.0401666666666666,0.0,151.522,890.584,739.062
217,2024-03-28T05:30:00Z,0.0,587.306,6.843,0.0,8.026,0.05,0.0,136.406,602.176,465.769
218,2024-03-28T05:45:00Z,0.0,338.675,49.046,15.426,7.98,0.0498666666666666,0.0,332.051,380.275,48.224
219,2024-03-28T06:00:00Z,2.039,73.988,172.66,40.133,4.843,0.0498666666666666,0.0,165.123,209.319,44.196
220,2024-03-28T06:15:00Z,3.265,24.191,318.19,87.03,0.0,0.05,0.0,203.732,252.086,48.353
221,2024-03-28T06:30:00Z,8.828,116.013,492.498,268.284,0.719,0.05,0.0,282.411,332.118,49.706
222,2024-03-28T06:45:00Z,6.214,15.191,718.369,501.338,0.0,0.0578187919463087,0.0,177.493,226.006,48.513
223,2024-03-28T07:00:00Z,31.328,20.043,984.197,763.776,2.793,0.0744333333333333,0.0,163.562,211.929,48.366
224,2024-03-28T07:15:00Z,35.407,50.877,1176.22,882.47,17.45,0.0948666666666666,0.0,191.874,326.67,134.795
225,2024-03-28T07:30:00Z,68.199,62.529,1448.598,623.651,34.59,0.1132550335570469,0.0,172.055,853.867,681.812
226,2024-03-28T07:45:00Z,20.218,16.472,867.549,112.288,75.949,0.12,0.0,129.926,827.464,697.538
227,2024-03-28T08:00:00Z,3.268,12.989,502.273,0.0,986.17,0.1104333333333333,0.0,187.529,1498.164,1310.635
228,2024-03-28T08:15:00Z,3.851,2.145,617.811,0.0,992.047,0.0830508474576271,0.0,139.781,1608.152,1468.37
229,2024-03-28T08:30:00Z,18.183,222.864,583.595,21.053,700.341,0.0627424749163879,0.0,140.647,1467.564,1326.916
230,2024-03-28T08:45:00Z,0.0,1276.006,473.53,0.0,10.01,0.05,0.0,187.656,1759.546,1571.89
