,h0_dyn,pv,sub,Netzbezug,Eigenverbrauch,Einspeisung,battery_soc,battery_charge,battery_discharge,grid_export,pv_excess,grid_import,eigenverbrauch
2016-10-25 13:00:00,0.5894981751052689,0.4483999999999999,-0.1410981751052689,0.1410981751052689,0.0,0.0,1.0,0.0,0.04251682905120102,0.0,0.0,0.10028201921611603,0.4892161558891529
2016-10-25 14:00:00,0.5131751174666003,0.4135,-0.0996751174666003,0.0996751174666003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0996751174666003,0.4135
2016-10-25 15:00:00,0.4592546832993991,0.3605,-0.0987546832993991,0.0987546832993991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09875468329939913,0.3605
2016-10-25 16:00:00,0.4297733987037803,0.0,-0.4297733987037803,0.4297733987037803,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4297733987037803,0.0
2016-10-25 17:00:00,0.4711136878194942,0.0,-0.4711136878194942,0.4711136878194942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4711136878194942,0.0
2016-10-25 18:00:00,0.5867123923172916,0.0,-0.5867123923172916,0.5867123923172916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5867123923172916,0.0
2016-10-25 19:00:00,0.6963523897812594,0.0,-0.6963523897812594,0.6963523897812594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6963523897812594,0.0
2016-10-25 20:00:00,0.6809078753274183,0.0,-0.6809078753274183,0.6809078753274183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6809078753274183,0.0
2016-10-25 21:00:00,0.6319867675874666,0.0,-0.6319867675874666,0.6319867675874666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6319867675874666,0.0
2016-10-25 22:00:00,0.5499331463484329,0.0,-0.5499331463484329,0.5499331463484329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5499331463484329,0.0
2016-10-25 23:00:00,0.4064777941359827,0.0,-0.4064777941359827,0.4064777941359827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4064777941359827,0.0
2016-10-26 00:00:00,0.2699490142553127,0.0,-0.2699490142553127,0.2699490142553127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2699490142553127,0.0
2016-10-26 01:00:00,0.1993940272191484,0.0,-0.1993940272191484,0.1993940272191484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1993940272191484,0.0
2016-10-26 02:00:00,0.1796348540906654,0.0,-0.1796348540906654,0.1796348540906654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1796348540906654,0.0
2016-10-26 03:00:00,0.1748782691996847,0.0,-0.1748782691996847,0.1748782691996847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1748782691996847,0.0
2016-10-26 04:00:00,0.1788024874261658,0.0,-0.1788024874261658,0.1788024874261658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1788024874261658,0.0
