,h0_dyn,pv,sub,Netzbezug,Eigenverbrauch,Einspeisung
2016-02-08 01:00:00,0.21276670410136694,0.0,-0.21276670410136694,0.21276670410136694,0.0,0.0
2016-02-08 02:00:00,0.19500269179485838,0.0,-0.19500269179485838,0.19500269179485838,0.0,0.0
2016-02-08 03:00:00,0.18986246505934568,0.0,-0.18986246505934568,0.18986246505934568,0.0,0.0
2016-02-08 04:00:00,0.1929064476637062,0.0,-0.1929064476637062,0.1929064476637062,0.0,0.0
2016-02-08 05:00:00,0.2309002325859988,0.0,-0.2309002325859988,0.2309002325859988,0.0,0.0
2016-02-08 06:00:00,0.44407356930316394,0.0,-0.44407356930316394,0.44407356930316394,0.0,0.0
2016-02-08 07:00:00,0.6379486944580283,0.0,-0.6379486944580283,0.6379486944580283,0.0,0.0
2016-02-08 08:00:00,0.6579664494167483,2.6911,2.0331335505832517,0.0,0.6579664494167483,2.0331335505832517
2016-02-08 09:00:00,0.60726047706114,0.25880000000000003,-0.3484604770611399,0.3484604770611399,0.0,0.0
2016-02-08 10:00:00,0.5726751232865834,0.7852,0.21252487671341658,0.0,0.5726751232865834,0.21252487671341658
2016-02-08 11:00:00,0.5830340639230537,3.4913000000000003,2.9082659360769467,0.0,0.5830340639230537,2.9082659360769467
2016-02-08 12:00:00,0.6440440684415534,6.983,6.338955931558447,0.0,0.6440440684415534,6.338955931558447
2016-02-08 13:00:00,0.6380401900259457,3.1944,2.556359809974054,0.0,0.6380401900259457,2.556359809974054
2016-02-08 14:00:00,0.5682858808107889,2.5054000000000003,1.9371141191892114,0.0,0.5682858808107889,1.9371141191892114
2016-02-08 15:00:00,0.5163738915707572,0.5718,0.05542610842924278,0.0,0.5163738915707572,0.05542610842924278
2016-02-08 16:00:00,0.5182599569227742,0.4295,-0.08875995692277416,0.08875995692277416,0.0,0.0
2016-02-08 17:00:00,0.633779786452207,0.0,-0.633779786452207,0.633779786452207,0.0,0.0
2016-02-08 18:00:00,0.8185343479864047,0.0,-0.8185343479864047,0.8185343479864047,0.0,0.0
2016-02-08 19:00:00,0.9213626400029362,0.0,-0.9213626400029362,0.9213626400029362,0.0,0.0
2016-02-08 20:00:00,0.8285213262216118,0.0,-0.8285213262216118,0.8285213262216118,0.0,0.0
2016-02-08 21:00:00,0.6941793309198577,0.0,-0.6941793309198577,0.6941793309198577,0.0,0.0
2016-02-08 22:00:00,0.5744801373015684,0.0,-0.5744801373015684,0.5744801373015684,0.0,0.0
2016-02-08 23:00:00,0.4253536055196971,0.0,-0.4253536055196971,0.4253536055196971,0.0,0.0
2016-02-09 00:00:00,0.287078272349943,0.0,-0.287078272349943,0.287078272349943,0.0,0.0
2016-02-09 01:00:00,0.21242616730318564,0.0,-0.21242616730318564,0.21242616730318564,0.0,0.0
2016-02-09 02:00:00,0.1946900785278729,0.0,-0.1946900785278729,0.1946900785278729,0.0,0.0
2016-02-09 03:00:00,0.18955760254129483,0.0,-0.18955760254129483,0.18955760254129483,0.0,0.0
2016-02-09 04:00:00,0.19259619793617222,0.0,-0.19259619793617222,0.19259619793617222,0.0,0.0
2016-02-09 05:00:00,0.2305282665579135,0.0,-0.2305282665579135,0.2305282665579135,0.0,0.0
2016-02-09 06:00:00,0.4433570320067881,0.0,-0.4433570320067881,0.4433570320067881,0.0,0.0
2016-02-09 07:00:00,0.6369177551039975,0.0,-0.6369177551039975,0.6369177551039975,0.0,0.0
2016-02-09 08:00:00,0.6569014953420735,1.4229,0.7659985046579265,0.0,0.6569014953420735,0.7659985046579265
2016-02-09 09:00:00,0.6062760404818925,0.4345,-0.17177604048189254,0.17177604048189254,0.0,0.0
2016-02-09 10:00:00,0.5717452758288835,0.4254,-0.14634527582888346,0.14634527582888346,0.0,0.0
2016-02-09 11:00:00,0.5820858931275205,0.36360000000000003,-0.21848589312752043,0.21848589312752043,0.0,0.0
2016-02-09 12:00:00,0.6429950246086862,0.1871,-0.4558950246086862,0.4558950246086862,0.0,0.0
2016-02-09 13:00:00,0.6369993182885638,0.7787999999999999,0.14180068171143612,0.0,0.6369993182885638,0.14180068171143612
2016-02-09 14:00:00,0.5673573500564771,0.2845,-0.28285735005647716,0.28285735005647716,0.0,0.0
2016-02-09 15:00:00,0.5155288564224645,0.041100000000000005,-0.47442885642246446,0.47442885642246446,0.0,0.0
2016-02-09 16:00:00,0.517410493842036,0.0,-0.517410493842036,0.517410493842036,0.0,0.0
2016-02-09 17:00:00,0.63273933828943,0.0,-0.63273933828943,0.63273933828943,0.0,0.0
2016-02-09 18:00:00,0.8171885177645644,0.0,-0.8171885177645644,0.8171885177645644,0.0,0.0
2016-02-09 19:00:00,0.9198454277785396,0.0,-0.9198454277785396,0.9198454277785396,0.0,0.0
2016-02-09 20:00:00,0.8271549200415893,0.0,-0.8271549200415893,0.8271549200415893,0.0,0.0
2016-02-09 21:00:00,0.6930327082558734,0.0,-0.6930327082558734,0.6930327082558734,0.0,0.0
2016-02-09 22:00:00,0.5735297790474674,0.0,-0.5735297790474674,0.5735297790474674,0.0,0.0
2016-02-09 23:00:00,0.42464887378517097,0.0,-0.42464887378517097,0.42464887378517097,0.0,0.0
2016-02-10 00:00:00,0.28660191029924814,0.0,-0.28660191029924814,0.28660191029924814,0.0,0.0
2016-02-10 01:00:00,0.21207312936910155,0.0,-0.21207312936910155,0.21207312936910155,0.0,0.0
2016-02-10 02:00:00,0.1943660174161496,0.0,-0.1943660174161496,0.1943660174161496,0.0,0.0
2016-02-10 03:00:00,0.18924160316234204,0.0,-0.18924160316234204,0.18924160316234204,0.0,0.0
2016-02-10 04:00:00,0.19227464220499987,0.0,-0.19227464220499987,0.19227464220499987,0.0,0.0
2016-02-10 05:00:00,0.23014277927793883,0.0,-0.23014277927793883,0.23014277927793883,0.0,0.0
2016-02-10 06:00:00,0.44261451218478953,0.0,-0.44261451218478953,0.44261451218478953,0.0,0.0
2016-02-10 07:00:00,0.6358495193701422,0.0,-0.6358495193701422,0.6358495193701422,0.0,0.0
2016-02-10 08:00:00,0.65579810601665,0.1995,-0.45629810601665,0.45629810601665,0.0,0.0
2016-02-10 09:00:00,0.6052561599629205,2.252,1.6467438400370793,0.0,0.6052561599629205,1.6467438400370793
2016-02-10 10:00:00,0.5707820309737767,0.6797000000000001,0.10891796902622342,0.0,0.5707820309737767,0.10891796902622342
2016-02-10 11:00:00,0.5811037492233201,0.7435,0.16239625077667996,0.0,0.5811037492233201,0.16239625077667996
2016-02-10 12:00:00,0.6419084839065374,3.2794,2.6374915160934624,0.0,0.6419084839065374,2.6374915160934624
2016-02-10 13:00:00,0.6359213296186471,5.4361999999999995,4.800278670381353,0.0,0.6359213296186471,4.800278670381353
2016-02-10 14:00:00,0.5663957876953656,2.1820999999999997,1.6157042123046341,0.0,0.5663957876953656,1.6157042123046341
2016-02-10 15:00:00,0.5146538321036888,0.21309999999999998,-0.3015538321036888,0.3015538321036888,0.0,0.0
2016-02-10 16:00:00,0.5165309574442367,0.0188,-0.49773095744423673,0.49773095744423673,0.0,0.0
2016-02-10 17:00:00,0.6316621445436696,0.0,-0.6316621445436696,0.6316621445436696,0.0,0.0
2016-02-10 18:00:00,0.8157952695476632,0.0,-0.8157952695476632,0.8157952695476632,0.0,0.0
2016-02-10 19:00:00,0.9182748844939206,0.0,-0.9182748844939206,0.9182748844939206,0.0,0.0
2016-02-10 20:00:00,0.8257405960756152,0.0,-0.8257405960756152,0.8257405960756152,0.0,0.0
2016-02-10 21:00:00,0.6918459711730679,0.0,-0.6918459711730679,0.6918459711730679,0.0,0.0
2016-02-10 22:00:00,0.5725462509348482,0.0,-0.5725462509348482,0.5725462509348482,0.0,0.0
2016-02-10 23:00:00,0.42391960294920017,0.0,-0.42391960294920017,0.42391960294920017,0.0,0.0
2016-02-11 00:00:00,0.2861090001974444,0.0,-0.2861090001974444,0.2861090001974444,0.0,0.0
2016-02-11 01:00:00,0.21170785699242164,0.0,-0.21170785699242164,0.21170785699242164,0.0,0.0
2016-02-11 02:00:00,0.1940307528403025,0.0,-0.1940307528403025,0.1940307528403025,0.0,0.0
2016-02-11 03:00:00,0.18891470481663383,0.0,-0.18891470481663383,0.18891470481663383,0.0,0.0
2016-02-11 04:00:00,0.19194202213283412,0.0,-0.19194202213283412,0.19194202213283412,0.0,0.0
2016-02-11 05:00:00,0.22974405994949404,0.0,-0.22974405994949404,0.22974405994949404,0.0,0.0
2016-02-11 06:00:00,0.4418465659349559,0.0,-0.4418465659349559,0.4418465659349559,0.0,0.0
2016-02-11 07:00:00,0.6347447859936433,0.0,-0.6347447859936433,0.6347447859936433,0.0,0.0
2016-02-11 08:00:00,0.6546571050886347,2.6056999999999997,1.951042894911365,0.0,0.6546571050886347,1.951042894911365
2016-02-11 09:00:00,0.6042015955364085,4.594399999999999,3.990198404463591,0.0,0.6042015955364085,3.990198404463591
2016-02-11 10:00:00,0.5697861053323248,6.1982,5.628413894667675,0.0,0.5697861053323248,5.628413894667675
2016-02-11 11:00:00,0.5800883616467052,5.8201,5.240011638353295,0.0,0.5800883616467052,5.240011638353295
2016-02-11 12:00:00,0.640785251950059,1.3046,0.663814748049941,0.0,0.640785251950059,0.663814748049941
2016-02-11 13:00:00,0.6348070219741819,2.2801,1.645292978025818,0.0,0.6348070219741819,1.645292978025818
2016-02-11 14:00:00,0.5654019043151238,0.7807000000000001,0.21529809568487623,0.0,0.5654019043151238,0.21529809568487623
2016-02-11 15:00:00,0.513749464169992,3.0826,2.5688505358300078,0.0,0.513749464169992,2.5688505358300078
2016-02-11 16:00:00,0.5156219955201529,0.49989999999999996,-0.01572199552015291,0.01572199552015291,0.0,0.0
2016-02-11 17:00:00,0.6305489972478138,0.0,-0.6305489972478138,0.6305489972478138,0.0,0.0
2016-02-11 18:00:00,0.8143556260656537,0.0,-0.8143556260656537,0.8143556260656537,0.0,0.0
2016-02-11 19:00:00,0.9166521611477423,0.0,-0.9166521611477423,0.9166521611477423,0.0,0.0
2016-02-11 20:00:00,0.8242793891516403,0.0,-0.8242793891516403,0.8242793891516403,0.0,0.0
2016-02-11 21:00:00,0.6906199865429454,0.0,-0.6906199865429454,0.6906199865429454,0.0,0.0
2016-02-11 22:00:00,0.5715302702253667,0.0,-0.5715302702253667,0.5715302702253667,0.0,0.0
2016-02-11 23:00:00,0.42316632398469356,0.0,-0.42316632398469356,0.42316632398469356,0.0,0.0
2016-02-12 00:00:00,0.28559990034043903,0.0,-0.28559990034043903,0.28559990034043903,0.0,0.0
2016-02-12 01:00:00,0.21133061524707825,0.0,-0.21133061524707825,0.21133061524707825,0.0,0.0
