sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh)
2024-01-01T23:15:00Z,0,"411,089",0,0,"7,753","0,06",0,"418,842","418,842"
2024-01-01T23:30:00Z,0,"383,926",0,0,"7,833","0,06",0,"391,759","391,759"
2024-01-01T23:45:00Z,0,"323,508",0,0,"7,843","0,06",0,"331,351","331,351"
2024-01-02T00:00:00Z,0,"399,549",0,0,"7,735","0,06",0,"407,285","407,285"
2024-01-02T00:15:00Z,0,"425,028",0,0,"7,732","0,06",0,"432,761","432,761"
2024-01-02T00:30:00Z,0,"368,796",0,0,"7,646","0,06",0,"376,443","376,443"
2024-01-02T00:45:00Z,0,"389,949",0,0,"7,616","0,06",0,"397,566","397,566"
2024-01-02T01:00:00Z,0,"361,565",0,0,"7,8","0,06",0,"369,365","369,365"
2024-01-02T01:15:00Z,0,"362,113",0,0,"7,963","0,06",0,"370,076","370,076"
2024-01-02T01:30:00Z,0,"295,325",0,0,"7,767","0,06",0,"303,093","303,093"
2024-01-02T01:45:00Z,0,"208,124",0,0,"7,966","0,06",0,"216,09","216,09"
2024-01-02T02:00:00Z,0,"223,218",0,0,"7,573","0,06",0,"230,792","230,792"
2024-01-02T02:15:00Z,0,"212,88",0,0,"7,404","0,06",0,"220,285","220,285"
2024-01-02T02:30:00Z,0,"174,331",0,0,"7,23","0,06",0,"181,561","181,561"
2024-01-02T02:45:00Z,0,"141,458",0,0,"7,336","0,06",0,"148,795","148,795"
2024-01-02T03:00:00Z,0,"187,53",0,0,"7,406","0,06",0,"194,937","194,937"
2024-01-02T03:15:00Z,0,"191,39",0,0,"7,306","0,06",0,"198,697","198,697"
2024-01-02T03:30:00Z,0,"177,179",0,0,"7,246","0,06",0,"184,425","184,425"
2024-01-02T03:45:00Z,0,"250,728",0,0,"7,57","0,06",0,"258,298","258,298"
2024-01-02T04:00:00Z,0,"190,831",0,0,"7,286","0,06",0,"198,118","198,118"
2024-01-02T04:15:00Z,0,"158,207",0,0,"7,852","0,06",0,"166,059","166,059"
2024-01-02T04:30:00Z,0,"192,177",0,0,"7,393","0,06",0,"199,57","199,57"
2024-01-02T04:45:00Z,0,"173,7",0,0,"7,363","0,06",0,"181,063","181,063"
2024-01-02T05:00:00Z,0,"160,661",0,0,"7,276","0,06",0,"167,937","167,937"
2024-01-02T05:15:00Z,0,"256,622",0,0,"7,49","0,06",0,"264,112","264,112"
2024-01-02T05:30:00Z,0,"271,556",0,0,"7,783","0,06",0,"279,339","279,339"
2024-01-02T05:45:00Z,0,"206,448",0,0,"7,936","0,06",0,"214,385","214,385"
2024-01-02T06:00:00Z,0,"257,441",0,0,"7,74","0,06",0,"265,181","265,181"
2024-01-02T06:15:00Z,0,"198,827",0,0,"7,823","0,06",0,"206,65","206,65"
2024-01-02T06:30:00Z,0,"160,82",0,0,"7,953","0,06",0,"168,773","168,773"
2024-01-02T06:45:00Z,0,"224,563",0,0,"7,966","0,06",0,"232,53","232,53"
2024-01-02T07:00:00Z,0,"182,814",0,0,"7,983","0,06",0,"190,797","190,797"
2024-01-02T07:15:00Z,0,"198,673",0,0,"8,056","0,06",0,"206,73","206,73"
2024-01-02T07:30:00Z,0,"283,063",0,0,"7,799","0,06",0,"290,862","290,862"
2024-01-02T07:45:00Z,0,"159,431",0,0,"7,363","0,06",0,"166,795","166,795"
2024-01-02T08:00:00Z,0,"165,695",0,0,"7,156","0,06",0,"172,852","172,852"
2024-01-02T08:15:00Z,0,"204,636","0,013",0,"7,704","0,06",0,"212,354","212,354"
2024-01-02T08:30:00Z,0,"162,888","18,06",0,"7,993","0,06",0,"188,941","188,941"
2024-01-02T08:45:00Z,0,"187,875","19,54",0,"8,033","0,06",0,"215,45","215,45"
2024-01-02T09:00:00Z,0,"229,157","52,186",0,"8,053","0,06",0,"289,397","289,397"
2024-01-02T09:15:00Z,"1,61","67,81","136,573",26,"5,613","0,06",0,"182,386","182,386"
2024-01-02T09:30:00Z,"1,999","8,624","156,316","29,78","1,226","0,06",0,"134,388","134,388"
2024-01-02T09:45:00Z,"2,944","4,78","212,993","30,3","1,596","0,06",0,"186,126","186,126"
2024-01-02T10:00:00Z,"3,578","3,682","173,073","50,996",0,"0,06",0,"122,18","122,18"
2024-01-02T10:15:00Z,"3,75","9,252","185,284","37,675","1,361","0,06",0,"154,472","154,472"
2024-01-02T10:30:00Z,"4,901","5,232","271,222","106,797","0,571","0,06",0,"165,328","165,328"
2024-01-02T10:45:00Z,"1,325","72,396","200,643","33,293","5,416","0,06",0,"243,837","243,837"
2024-01-02T11:00:00Z,"5,466","257,345","392,273","69,131","0,716","0,06",0,"575,737","575,737"
