sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh)
2024-01-14T23:15:00Z,0,"160,671",0,0,0,"0,08",0,"160,671","160,671"
2024-01-14T23:30:00Z,0,"237,422",0,0,0,"0,08",0,"237,422","237,422"
2024-01-14T23:45:00Z,0,"237,308",0,0,0,"0,08",0,"237,308","237,308"
2024-01-15T00:00:00Z,0,"170,772",0,0,0,"0,08",0,"170,772","170,772"
2024-01-15T00:15:00Z,0,"203,821",0,0,0,"0,08",0,"203,821","203,821"
2024-01-15T00:30:00Z,0,"167,397",0,0,0,"0,08",0,"167,397","167,397"
2024-01-15T00:45:00Z,0,"166,17",0,0,0,"0,08",0,"166,17","166,17"
2024-01-15T01:00:00Z,0,"190,458",0,0,0,"0,08",0,"190,458","190,458"
2024-01-15T01:15:00Z,0,"190,524",0,0,0,"0,08",0,"190,524","190,524"
2024-01-15T01:30:00Z,0,"183,833",0,0,0,"0,08",0,"183,833","183,833"
2024-01-15T01:45:00Z,0,"226,339",0,0,0,"0,08",0,"226,339","226,339"
2024-01-15T02:00:00Z,0,"183,887",0,0,0,"0,08",0,"183,887","183,887"
2024-01-15T02:15:00Z,0,"130,602",0,0,0,"0,08",0,"130,602","130,602"
2024-01-15T02:30:00Z,0,"149,956",0,0,0,"0,08",0,"149,956","149,956"
2024-01-15T02:45:00Z,0,"191,86",0,0,0,"0,08",0,"191,86","191,86"
2024-01-15T03:00:00Z,0,"146,095",0,0,0,"0,08",0,"146,095","146,095"
2024-01-15T03:15:00Z,0,"148,335",0,0,0,"0,08",0,"148,335","148,335"
2024-01-15T03:30:00Z,0,"235,497",0,0,0,"0,08",0,"235,497","235,497"
2024-01-15T03:45:00Z,0,"154,368",0,0,0,"0,08",0,"154,368","154,368"
2024-01-15T04:00:00Z,0,"175,568",0,0,0,"0,08",0,"175,568","175,568"
2024-01-15T04:15:00Z,0,"201,294",0,0,0,"0,08",0,"201,294","201,294"
2024-01-15T04:30:00Z,0,"150,196",0,0,0,"0,08",0,"150,196","150,196"
2024-01-15T04:45:00Z,0,"162,666",0,0,0,"0,08",0,"162,666","162,666"
2024-01-15T05:00:00Z,0,"231,068",0,0,0,"0,08",0,"231,068","231,068"
2024-01-15T05:15:00Z,0,"193,884",0,0,0,"0,08",0,"193,884","193,884"
2024-01-15T05:30:00Z,0,"265,71",0,0,0,"0,08",0,"265,71","265,71"
2024-01-15T05:45:00Z,0,"300,718",0,0,0,"0,08",0,"300,718","300,718"
2024-01-15T06:00:00Z,0,"462,429",0,0,0,"0,08",0,"462,429","462,429"
2024-01-15T06:15:00Z,0,"583,995",0,0,0,"0,08",0,"583,995","583,995"
2024-01-15T06:30:00Z,0,"2471,603",0,0,0,"0,08",0,"2471,603","2471,603"
2024-01-15T06:45:00Z,0,"838,383",0,0,0,"0,08",0,"838,383","838,383"
2024-01-15T07:00:00Z,0,"271,559",0,0,0,"0,08",0,"271,559","271,559"
2024-01-15T07:15:00Z,0,"337,403",0,0,0,"0,08",0,"337,403","337,403"
2024-01-15T07:30:00Z,0,"348,25",0,0,0,"0,08",0,"348,25","348,25"
2024-01-15T07:45:00Z,0,"297,177",0,0,0,"0,08",0,"297,177","297,177"
2024-01-15T08:00:00Z,0,"165,538",0,0,0,"0,08",0,"165,538","165,538"
2024-01-15T08:15:00Z,0,"199,629",0,0,0,"0,08",0,"199,629","199,629"
2024-01-15T08:30:00Z,0,"160,007",0,0,0,"0,08",0,"160,007","160,007"
2024-01-15T08:45:00Z,0,"133,106",0,0,0,"0,08",0,"133,106","133,106"
2024-01-15T09:00:00Z,0,"186,603",0,0,0,"0,08",0,"186,603","186,603"
2024-01-15T09:15:00Z,0,"184,002","3,033",0,0,"0,08",0,"187,035","187,035"
