sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh)
2024-01-06T23:15:00Z,0,"431,453",0,0,0,"0,05",0,"431,453","431,453"
2024-01-06T23:30:00Z,0,"386,744",0,0,0,"0,05",0,"386,744","386,744"
2024-01-06T23:45:00Z,0,"426,572",0,0,0,"0,05",0,"426,572","426,572"
2024-01-07T00:00:00Z,0,"348,988",0,0,0,"0,05",0,"348,988","348,988"
2024-01-07T00:15:00Z,0,"261,855",0,0,0,"0,05",0,"261,855","261,855"
2024-01-07T00:30:00Z,0,"300,065",0,0,0,"0,05",0,"300,065","300,065"
2024-01-07T00:45:00Z,0,"216,177",0,0,0,"0,05",0,"216,177","216,177"
2024-01-07T01:00:00Z,0,"152,068",0,0,0,"0,05",0,"152,068","152,068"
2024-01-07T01:15:00Z,0,"145,048",0,0,0,"0,05",0,"145,048","145,048"
2024-01-07T01:30:00Z,0,"165,8",0,0,0,"0,05",0,"165,8","165,8"
2024-01-07T01:45:00Z,0,"111,582",0,0,0,"0,05",0,"111,582","111,582"
2024-01-07T02:00:00Z,0,"176,149",0,0,0,"0,05",0,"176,149","176,149"
2024-01-07T02:15:00Z,0,"143,945",0,0,0,"0,05",0,"143,945","143,945"
2024-01-07T02:30:00Z,0,"149,719",0,0,0,"0,05",0,"149,719","149,719"
2024-01-07T02:45:00Z,0,"193,825",0,0,0,"0,05",0,"193,825","193,825"
2024-01-07T03:00:00Z,0,"161,859",0,0,0,"0,05",0,"161,859","161,859"
2024-01-07T03:15:00Z,0,"147,151",0,0,0,"0,05",0,"147,151","147,151"
2024-01-07T03:30:00Z,0,"154,509",0,0,0,"0,05",0,"154,509","154,509"
2024-01-07T03:45:00Z,0,"134,014",0,0,0,"0,05",0,"134,014","134,014"
2024-01-07T04:00:00Z,0,"146,834",0,0,0,"0,05",0,"146,834","146,834"
2024-01-07T04:15:00Z,0,"206,233",0,0,0,"0,05",0,"206,233","206,233"
2024-01-07T04:30:00Z,0,"199,36",0,0,0,"0,05",0,"199,36","199,36"
2024-01-07T04:45:00Z,0,"147,228",0,0,0,"0,05",0,"147,228","147,228"
2024-01-07T05:00:00Z,0,"191,32",0,0,0,"0,05",0,"191,32","191,32"
2024-01-07T05:15:00Z,0,"190,73",0,0,0,"0,05",0,"190,73","190,73"
2024-01-07T05:30:00Z,0,"147,11",0,0,0,"0,05",0,"147,11","147,11"
2024-01-07T05:45:00Z,0,"167,951",0,0,0,"0,05",0,"167,951","167,951"
2024-01-07T06:00:00Z,0,"166,647",0,0,0,"0,05",0,"166,647","166,647"
2024-01-07T06:15:00Z,0,"162,23",0,0,0,"0,05",0,"162,23","162,23"
2024-01-07T06:30:00Z,0,"244,784",0,0,0,"0,05",0,"244,784","244,784"
2024-01-07T06:45:00Z,0,"181,282",0,0,0,"0,05",0,"181,282","181,282"
2024-01-07T07:00:00Z,0,"161,158",0,0,0,"0,05",0,"161,158","161,158"
